,original,second_part,lemma,genus,compound_forms,concept,definition,similar_words,PERS_pro,ORG_pro,PERS_con,ORG_con,pro_mods,con_mods,pro_sarcasm,con_sarcasm,pro_attr,con_attr,tf_pro,tf_con,tfidf_pro,tfidf_con,pro_colls,con_colls,manual_sentiment,article,full_definition
10,klimaargument,argument,argument,n,"['klimaargumenten', 'klimaargument', 'klimaarguments', 'klimaargumentes', 'klimaargumente']",abstraction,['ein rationaler Beweggrund für eine Überzeugung oder eine Handlung'],[],,,,Counter({'EIKE': 1}),,[],,0.0,,,0,1,0.0,0.0,[],[],neutral,das,"Klimaargument, das
Der Begriff ""Klimaargument"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Kontext von ""Klimaargument"" erfolgt die Nennung folgender Organisation(en): EIKE (Skeptiker Korpus)."
11,klimaarmageddon,armageddon,armageddon,n,"['klimaarmageddons', 'klimaarmageddon']",abstraction,"['Visionäre Beschreibung eines Zustandes, in dem die Welt nicht weiter besteht.', 'eine Handlung, die katastrophale Folgen hat', 'jede katastrophal zerstörerische Schlacht']","['apokalypse', 'untergang']",,,"Counter({'James Hansen': 1, 'Barack Obama': 1})",Counter({'The Guardian': 1}),,[],,0.0,,,0,3,0.0,0.0331378774723968,[],[],negativ,das,"Klimaarmageddon, das
Der Begriff ""Klimaarmageddon"" wird in unserem Korpus 3 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.03 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) James Hansen und Barack Obama. Im Kontext von ""Klimaarmageddon"" erfolgt die Nennung folgender Organisation(en): The Guardian (Skeptiker Korpus).

Siehe auch: Klimauntergang, Klimaapokalypse"
12,klimaasyl,asyl,asyl,n,"['klimaasylen', 'klimaasyle', 'klimaasyl', 'klimaasyls']",location,"['ein sicherer Ort', 'ein Studentenwohnheim']",[],,"Counter({'FFF': 1, 'Scientists For Future': 1, 'Visual Crossing': 1})",,,[],,0.0,,,,1,0,0.0,0.0,[],[],neutral,das,"Klimaasyl, das
Der Begriff ""Klimaasyl"" wird in unserem Korpus 0 Mal von den Klimaforschungsskeptikern und 1 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Kontext von ""Klimaasyl"" erfolgt die Nennung folgender Organisation(en): FFF, Scientists For Future (Vertreter Korpus)."
13,klimaaufschrei,aufschrei,aufschrei,m,"['klimaaufschreie', 'klimaaufschreies', 'klimaaufschreis', 'klimaaufschreien', 'klimaaufschrei']",action,[],"['aufschrei', 'geschrei']",,Counter({'FFF': 2}),,,['toll'],,0.0,,,,1,0,0.0,0.0,[],[],negativ,der,"Klimaaufschrei, der
Der Begriff ""Klimaaufschrei"" wird in unserem Korpus 0 Mal von den Klimaforschungsskeptikern und 1 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Kontext von ""Klimaaufschrei"" erfolgt die Nennung folgender Organisation(en): FFF (Vertreter Korpus).

Siehe auch: Klimageschrei"
14,klimaaufstand,aufstand,aufstand,m,"['klimaaufstand', 'klimaaufstandes', 'klimaaufstande', 'klimaaufstands', 'klimaaufständen', 'klimaaufstände']",action,"['Unruhen, meist aus Protest', 'ein wütender Streit', 'gekennzeichnet durch Nervosität und schnelles Erschrecken', 'das Fehlen einer vorhersehbaren Ordnung oder eines Plans']",[],,,,Counter({'WBGU': 1}),,[],,0.0,,,0,1,0.0,0.0,[],[],negativ,der,"Klimaaufstand, der
Der Begriff ""Klimaaufstand"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Kontext von ""Klimaaufstand"" erfolgt die Nennung folgender Organisation(en): WBGU (Skeptiker Korpus)."
15,klimabankrott,bankrott,bankrott,m,"['klimabankrotte', 'klimabankrottes', 'klimabankrotten', 'klimabankrotts', 'klimabankrott']",abstraction,"['Unfähigkeit, alle Ihre Schulden bei Fälligkeit zu begleichen']",[],,,,,,[],,,,,0,1,0.0,0.0,[],[],negativ,der,"Klimabankrott, der
Der Begriff ""Klimabankrott"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert."
16,klimabeeinflussung,beeinflussung,beeinflussung,f,"['klimabeeinflussung', 'klimabeeinflussungen']",action,"['Folgen, Konsequenzen einer Handlung oder Unterlassung', 'die Vermischung mit Fremdstoffen; das Produkt der Verfälschung', 'das Eintreten einer Veränderung zum Schlechteren', 'der Akt der Herbeiführung von Hypnose']",[],,,,Counter({'NOAA': 1}),,['anthropogen'],,0.0,,,0,2,0.0,0.0156966951518003,[],[],negativ,die,"Klimabeeinflussung, die
Der Begriff ""Klimabeeinflussung"" wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.02 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Kontext von ""Klimabeeinflussung"" erfolgt die Nennung folgender Organisation(en): NOAA (Skeptiker Korpus)."
17,klimabefürworter,befürworter,befürworter,m,"['klimabefürwortern', 'klimabefürworter', 'klimabefürworters']",person,"['ein Kämpfer, der einem Angriff standhält']",[],,,"Counter({'Stuart Agnew': 1, 'Andreas Demmig': 1, 'Donald Trump': 1})","Counter({'Europäischen Kommission': 1, 'EIKE': 1, 'Europäischen Volkspartei': 1, 'Europaparlament': 1, 'The Daily Caller': 1})",,['Pariser'],,0.0,,Fremdzuschreibung,0,2,0.0,0.0156966951518003,[],[],neutral,der,"Klimabefürworter, der
Der Begriff ""Klimabefürworter"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.02 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimabefürworter"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Stuart Agnew und Andreas Demmig. Im Kontext von ""Klimabefürworter"" erfolgt die Nennung folgender Organisation(en): Europäischen Kommission, EIKE (Skeptiker Korpus)."
18,klimabesoffenheit,besoffenheit,besoffenheit,f,['klimabesoffenheit'],abstraction,[],[],,,,,,[],,0.0,,,0,1,0.0,0.0,[],[],negativ,die,"Klimabesoffenheit, die
Der Begriff ""Klimabesoffenheit"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert."
19,klimabesorgnis,besorgnis,besorgnis,f,"['klimabesorgnis', 'klimabesorgnissen', 'klimabesorgnisse']",abstraction,"['schmerzliche Erwartung', 'ein Gefühl der übermäßigen Sorge']",[],,,,,,"['hochgepeitscht', 'inzwischen']",,0.0,,,0,1,0.0,0.0,[],[],negativ,die,"Klimabesorgnis, die
Der Begriff ""Klimabesorgnis"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert."
20,klimabetrug,betrug,betrug,m,"['klimabetrüge', 'klimabetruge', 'klimabetrugs', 'klimabetrug', 'klimabetruges', 'klimabetrügen']",action,"['der Akt der Täuschung durch eine betrügerische Handlung', 'der Akt der Täuschung', 'die Eigenschaft, betrügerisch zu sein']","['verbrechen', 'betrug', 'betrüger']",,,"Counter({'Barack Obama': 1, 'James Delingpole': 1, 'Stephan Schulz': 1, 'Donald Trump': 1, 'Greta Thunberg': 1})",Counter({'UN': 1}),,"['durchgepeitscht', 'fingiert', 'unmöglich', 'gefährlichst']",,0.0,,,0,7,0.0,0.0835479795360641,[],[],negativ,der,"Klimabetrug, der
Der Begriff ""Klimabetrug"" wird in unserem Korpus 7 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.08 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Barack Obama und James Delingpole. Im Kontext von ""Klimabetrug"" erfolgt die Nennung folgender Organisation(en): UN (Skeptiker Korpus).

Siehe auch: Klimabetrüger, Klimaverbrechen"
21,klimabetrüger,betrüger,betrüger,m,"['klimabetrügern', 'klimabetrüger', 'klimabetrügers']",person,"['ein Schwindler, der das Vertrauen seines Opfers ausnutzt', 'jemand, der dir etwas vorgaukelt, was nicht wahr ist', 'eine Person, die Sie durch Täuschung oder Betrug betrügt']","['schwindler', 'betrug', 'betrüger']",,,,,,[],,0.0,,Fremdzuschreibung,0,3,0.0,0.0300764987421918,[],[],negativ,der,"Klimabetrüger, der
Der Begriff ""Klimabetrüger"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 3 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.03 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimabetrüger"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert.

Siehe auch: Klimaschwindler, Klimabetrug"
22,klimabewegtheit,bewegtheit,bewegtheit,f,['klimabewegtheit'],abstraction,[],[],,,Counter({'Michael Mann': 1}),,,['angeblich'],,0.0,,,0,1,0.0,0.0,[],[],neutral,die,"Klimabewegtheit, die
Der Begriff ""Klimabewegtheit"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Michael Mann."
23,klimabibel,bibel,bibel,f,"['klimabibeln', 'klimabibel']",abstraction,['die heiligen Schriften der christlichen Religionen'],[],,,Counter({'Rajendra Pachauri': 1}),Counter({'IPCC': 1}),,"['gepriesen', 'viel']",,1.0,,,0,1,0.0,0.0,[],[],neutral,die,"Klimabibel, die
Der Begriff ""Klimabibel"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Rajendra Pachauri. Im Kontext von ""Klimabibel"" erfolgt die Nennung folgender Organisation(en): IPCC (Skeptiker Korpus)."
24,klimabigotterie,bigotterie,bigotterie,f,"['klimabigotterie', 'klimabigotterien']",abstraction,['selbstgefällige Ernsthaftigkeit'],[],,,Counter({'Daniel Wetzel': 1}),,,[],,0.0,,,0,1,0.0,0.0,[],[],neutral,die,"Klimabigotterie, die
Der Begriff ""Klimabigotterie"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Daniel Wetzel."
25,klimabluff,bluff,bluff,m,"['klimabluff', 'klimabluffs']",abstraction,"['eine Schöpfung (eine neue Vorrichtung oder ein neues Verfahren), die das Ergebnis von Studien und Experimenten ist', 'der Akt der Täuschung; Täuschung durch Schaffung illusorischer Vorstellungen', 'die Berührung mit den Händen (oder der geschickte Einsatz der Hände) oder durch den Einsatz mechanischer Mittel']",[],,,Counter({'Axel Bojanowski': 2}),"Counter({'DWD': 1, 'CDU': 1, 'TE': 1, 'Die Grünen': 1})",,[],,0.0,,,0,2,0.0,0.0156966951518003,[],['Unwetter'],negativ,der,"Klimabluff, der
Der Begriff ""Klimabluff"" wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.02 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Axel Bojanowski. Im Kontext von ""Klimabluff"" erfolgt die Nennung folgender Organisation(en): DWD, CDU (Skeptiker Korpus).

Kollokationen: 'Unwetter' (Skeptiker Korpus) "
26,klimablödsinn,blödsinn,blödsinn,m,"['klimablödsinn', 'klimablödsinns']",abstraction,['unsinniges Gerede oder Schreiben'],"['gefasel', 'käse', 'quatsch', 'unfug', 'unsinn']",,,Counter({'Jörg Kachelmann': 1}),"Counter({'FAZ': 1, 'ARD': 1, 'EIKE': 1, 'IPCC': 1})",,"['offiziell', 'allgegenwärtig']",,0.0,,,0,3,0.0,0.0300764987421918,[],[],negativ,der,"Klimablödsinn, der
Der Begriff ""Klimablödsinn"" wird in unserem Korpus 3 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.03 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Jörg Kachelmann. Im Kontext von ""Klimablödsinn"" erfolgt die Nennung folgender Organisation(en): FAZ, ARD (Skeptiker Korpus).

Siehe auch: Klimagefasel, Klimaquatsch, Klimakäse, Klimaunsinn, Klimaunfug"
27,klimabrandstifter,brandstifter,brandstifter,m,"['klimabrandstifter', 'klimabrandstiftern', 'klimabrandstifters']",person,"['ein Krimineller, der widerrechtlich Feuer legt']",[],,,Counter({'Joe Biden': 1}),Counter({'EIKE': 1}),,[],,0.0,,,0,1,0.0,0.0,[],[],negativ,der,"Klimabrandstifter, der
Der Begriff ""Klimabrandstifter"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimabrandstifter"" hierbei im Sinne einer  In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Joe Biden. Im Kontext von ""Klimabrandstifter"" erfolgt die Nennung folgender Organisation(en): EIKE (Skeptiker Korpus)."
28,klimabremser,bremser,bremser,m,"['klimabremser', 'klimabremsers', 'klimabremsern']",person,"['jemand, der gewohnheitsmäßig an akzeptierten Überzeugungen zweifelt', 'eine personifizierte Abstraktion, die lehrt', 'ein Bahnangestellter, der für die Bremsen eines Zuges verantwortlich ist']",['skeptiker'],,,Counter({'Harald Lesch': 2}),,,[],,1.0,,Fremdzuschreibung,0,2,0.0,0.0191856694893927,[],[],negativ,der,"Klimabremser, der
Der Begriff ""Klimabremser"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.02 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimabremser"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. Die Verwendung wird in 100% der Fälle als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Harald Lesch.

Siehe auch: Klimaskeptiker"
29,klimachaos,chaos,chaos,n,['klimachaos'],abstraction,"['eine verworrene Vielzahl von Dingen', 'ein Zustand der Verwirrung und Unordnung']",[],,,"Counter({'Hans Joachim Schellnhuber': 1, 'Helmut Fuchs': 1, 'Paul Driessen': 1, 'Joe Biden': 1, 'Rajendra Pachauri': 1, 'Jorgen Randers': 1})","Counter({'UN': 1, 'Union of Concerned Scientists': 1, 'PIK': 1, 'KohlendioxidEmissionen': 1, 'EU': 1, 'UNO': 1, 'IPCC': 1, 'Frankfurter Allgemeinen Zeitung': 1})",[],"['verursacht', 'vermeintlich']",0.0,0.0,,,1,6,0.0,0.0688717439609989,[],['Tag'],negativ,das,"Klimachaos, das
Der Begriff ""Klimachaos"" wird in unserem Korpus 6 Mal von den Klimaforschungsskeptikern und 1 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.07 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Hans Joachim Schellnhuber und Helmut Fuchs. Im Kontext von ""Klimachaos"" erfolgt die Nennung folgender Organisation(en): UN, Union of Concerned Scientists (Skeptiker Korpus).

Kollokationen: 'Tag' (Skeptiker Korpus) "
30,klimacrash,crash,crash,m,"['klimacrashes', 'klimacrashs', 'klimacrash']",abstraction,"['ein lautes, sich wiederholendes Geräusch', 'ein schwerer Unfall (in der Regel mit einem oder mehreren Fahrzeugen)', 'ein plötzlicher starker Rückgang von Geschäften oder Aktienkursen (insbesondere einer, der weitere Ausfälle verursacht)']",[],,,"Counter({'Hans Joachim Schellnhuber': 1, 'Angela Merkel': 1})","Counter({'PIK': 1, 'Institut für Klimafolgenforschung': 1})",,[],,0.0,,,0,1,0.0,0.0,[],[],negativ,der,"Klimacrash, der
Der Begriff ""Klimacrash"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Hans Joachim Schellnhuber und Angela Merkel. Im Kontext von ""Klimacrash"" erfolgt die Nennung folgender Organisation(en): PIK, Institut für Klimafolgenforschung (Skeptiker Korpus)."
31,klimadampfer,dampfer,dampfer,m,"['klimadampfer', 'klimadampfern', 'klimadampfers']",abstraction,"['ein Gefühl der Unzufriedenheit', 'ein Schiff, das von einer oder mehreren Dampfmaschinen angetrieben wird']",[],,,"Counter({'Frank-Walter Steinmeier': 1, 'Horst-Joachim Lüdecke': 1})","Counter({'Achgut.com': 1, 'IPCC': 1, 'EIKE': 1})",,[],,0.0,,,0,2,0.0,0.0156966951518003,[],['Inspektion'],neutral,der,"Klimadampfer, der
Der Begriff ""Klimadampfer"" wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.02 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Frank-Walter Steinmeier und Horst-Joachim Lüdecke. Im Kontext von ""Klimadampfer"" erfolgt die Nennung folgender Organisation(en): Achgut.com, IPCC (Skeptiker Korpus).

Kollokationen: 'Inspektion' (Skeptiker Korpus) "
32,klimademagoge,demagoge,demagoge,m,"['klimademagoge', 'klimademagogen']",person,"['jemand, der Hass gegen andere erregt']","['aktivist', 'macher', 'prediger']",,,,"Counter({'DER SPIEGEL': 1, 'SPIEGEL': 1})",,[],,0.0,,Fremdzuschreibung,0,1,0.0,0.0,[],[],neutral,der,"Klimademagoge, der
Der Begriff ""Klimademagoge"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimademagoge"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Kontext von ""Klimademagoge"" erfolgt die Nennung folgender Organisation(en): DER SPIEGEL, SPIEGEL (Skeptiker Korpus).

Siehe auch: Klimaaktivist, Klimaprediger, Klimamacher"
33,klimadepression,depression,depression,f,"['klimadepression', 'klimadepressionen']",abstraction,"['die Eigenschaft von übermäßiger Traurigkeit und Unbeschwertheit', 'traurige Gefühle von Niedergeschlagenheit und Unzulänglichkeit', 'ein Zustand von Depression und Anhedonie, der so schwerwiegend ist, dass eine klinische Behandlung erforderlich ist', 'Herunterdrücken']",[],,,Counter({'Greta Thunberg': 1}),,,[],,0.0,,,0,1,0.0,0.0,[],[],negativ,die,"Klimadepression, die
Der Begriff ""Klimadepression"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Greta Thunberg."
