,original,second_part,noun_forms,lemma,genus,compound_forms,related_words,hypernyms,roots,en_hypernyms,concept,definition,path,wup,stem_cistem,stem_porter,stem_lancaster,stem_snowball,share_cistem,share_porter,share_lancaster,share_snowball,dist_stemmer,similar_words,bert,blob,bert_related,blob_related,manual,Notes,blob_label,blob_related_label
222,klimakult,kult,"['kulten', 'kults', 'kult', 'kulte', 'kultes']",kult,m,"['klimakulten', 'klimakults', 'klimakult', 'klimakulte', 'klimakultes']","['Anbetung', 'Kultus', 'Vergötterung', '(übertriebene) Verehrung', 'Kult']","['leiden mögen', 'für etwas übrig haben', 'ins Herz geschlossen haben', 'eingenommen sein', 'in sein Herz geschlossen haben', 'sein Herz gehängt haben', 'lieb gewonnen haben', 'lieben', 'vergöttern', 'Schwäche haben für', 'einen Narren gefressen haben', 'gut leiden können', 'Ein und Alles sein', 'lieb haben', 'gut ausstehen können', 'mit jemandem können', 'gefallen', 'ans Herz gewachsen', 'Gefallen finden an', 'liebgewonnen haben', 'sich hingezogen fühlen zu', 'ins Herz schließen', 'verliebt sein', 'mögen', 'mit jemandem gut können', 'gernhaben', 'liebhaben', 'sympathisch finden', 'auf jemanden stehen', 'gewogen sein']","['mögen', 'Gefallen finden an', 'einen Narren gefressen haben', 'vergöttern', 'sympathisch finden', 'lieb haben', 'mit jemandem gut können', 'liebgewonnen haben', 'in sein Herz geschlossen haben', 'ins Herz schließen', 'lieb gewonnen haben', 'für etwas übrig haben', 'ans Herz gewachsen', 'leiden mögen', 'liebhaben', 'gut leiden können', 'mit jemandem können', 'gut ausstehen können', 'gernhaben', 'gewogen sein', 'gefallen', 'auf jemanden stehen', 'Ein und Alles sein', 'Schwäche haben für', 'eingenommen sein', 'verliebt sein', 'sich hingezogen fühlen zu', 'lieben', 'ins Herz geschlossen haben', 'sein Herz gehängt haben']","['fashion', 'style', 'trend', 'vogue', 'perceptiveness', 'taste', 'discernment', 'appreciation', 'discrimination', 'secernment', 'basic cognitive process', 'operation', 'process', 'cognitive operation', 'cognitive process', 'mental process', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",action,"['ein Interesse, das mit übertriebenem Eifer verfolgt wird', 'der Akt der Bewunderung']",[],[],kul,kult,kult,kult,,,,,,[],positive,0.0,negative,0.0,neutral,,neutral,neutral
223,klimakönigin,königin,"['königinnen', 'königin']",königin,f,"['klimaköniginnen', 'klimakönigin']","['Dame', 'Monarchin', 'Queen', 'Königin']",[],[],"['female aristocrat', 'blue blood', 'patrician', 'aristocrat', 'leader', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'female aristocrat', 'blue blood', 'patrician', 'aristocrat', 'leader', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['die Frau oder Witwe eines Königs', 'eine weibliche souveräne Herrscherin']",[],[],konigi,königin,königin,konigin,,,,,,[],positive,0.0,positive,0.0,neutral,,neutral,neutral
224,klimamacher,macher,"['macher', 'machern', 'machers']",macher,m,"['klimamacher', 'klimamachern', 'klimamachers']","['Hauptmatador', 'Verantwortlicher', 'Initiant', 'Urheber', 'Aktivling', 'Nimmermüde', 'Verursacher', 'Auslöser', 'Initiator', '...gestalter', '...macher', 'Macher', 'Gestalter', 'Machertyp', 'Tatmensch', 'Mann der Tat', 'immer am Ball']","['Großkopferter', '(Teil der) Nomenklatura', 'maßgeblicher Entscheider', 'hochgestellte Persönlichkeit', 'Führungspersönlichkeit']","['jemand', 'irgendjemand', 'jeder beliebige']","['physical entity', 'entity']",person,"['jede Einheit, die eine Wirkung hervorruft oder für Ereignisse oder Ergebnisse verantwortlich ist', 'eine Person, die handelt und Dinge erledigt']",[],"['aktivist', 'demagoge', 'milliardär']",mach,macher,mach,mach,,,,,,"['aktivist', 'demagoge', 'milliardär']",positive,0.0,negative,0.0,neutral,,neutral,neutral
226,klimapäpstin,päpstin,"['päpstin', 'päpstinnen']",päpstin,f,"['klimapäpstin', 'klimapäpstinnen']",[],[],[],,,[],[],[],papsti,päpstin,päpstin,papstin,,,,,"['päpstin', 'papst']","['päpstin', 'papst']",positive,0.0,positive,0.0,neutral,,neutral,neutral
227,klimarealist,realist,"['realist', 'realisten']",realist,m,"['klimarealist', 'klimarealisten']",[],[],[],,,[],[],[],reali,realist,real,realist,,,,,"['realist', 'realismus']","['realist', 'realismus']",positive,0.0,positive,0.0,neutral,,neutral,neutral
228,klimaschiff,schiff,"['schiffes', 'schiffe', 'schiff', 'schiffen', 'schiffs']",schiff,n,"['klimaschiffes', 'klimaschiffe', 'klimaschiff', 'klimaschiffen', 'klimaschiffs']","['Boot', 'großes Auto', 'dicker Brummer', 'Kahn', 'Schiff', 'Straßenkreuzer', 'Schaluppe', 'Kutter', 'Pott']","['Gefährt', 'Fahrgerät', 'Vehikel', 'Fahrmaschine', 'Fahrzeug']","['Gruppierung', 'Clusterung', 'Bündelung']","['boat', 'watercraft', 'vessel', 'craft', 'vehicle', 'conveyance', 'transport', 'instrumentality', 'instrumentation', 'means', 'artifact', 'artefact', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity']",person,"['Ein für den Wassertransport konzipiertes Fahrzeug.', 'ein Schiff, das Passagiere oder Fracht befördert']",[],[],schiff,schiff,schiff,schiff,,,,,,[],positive,0.0,positive,0.0,neutral,,neutral,neutral
229,klimashow,show,"['show', 'shows']",show,f,"['klimashow', 'klimashows']","['Live-Gig', 'Gig', 'Auftritt', 'Live Event', 'Live-Veranstaltung', 'Liveact', 'Show', 'Live-Entertainment', 'Angeberei', 'Theater', 'Verstellung', 'Schauspielerei', 'Live-Auftritt', 'Live-Act']","['Fest', 'Vergnügung', 'Veranstaltung', 'Ergötzlichkeit', 'Kurzweil', 'Darbietung', 'Unterhaltung', 'Vorstellung', 'Entertainment', 'Amüsement', 'Event', 'Lustbarkeit', '(künstlerische) Darbietung', 'Vergnügen', 'Belustigung', 'Erheiterung']","['Versuch', 'Vorsatz', 'Unternehmung', 'Rastlosigkeit', 'Beweglichkeit', 'Regsamkeit', 'Betriebsamkeit', 'Unternehmungsgeist', 'Umtrieb', 'Rührigkeit', 'Geschäftigkeit', 'Aktivität', 'Spektakel', 'Event', 'Hypeevent', 'Großereignis', 'Spektakulum', 'Hype-Event', 'besonderes Ereignis']","['booking', 'engagement', 'work', 'employment', 'line', 'job', 'occupation', 'business', 'line of work', 'activity', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['eine Buchung für Musiker', 'eine gesellschaftliche Veranstaltung mit einer öffentlichen Aufführung oder Unterhaltung']",[],"['kabarett', 'kontroverse', 'krieg', 'zirkus']",show,show,show,show,,,,,,"['kabarett', 'kontroverse', 'krieg', 'zirkus']",positive,0.0,positive,0.0,neutral,,neutral,neutral
230,klimatrip,trip,"['trip', 'trips']",trip,m,"['klimatrip', 'klimatrips']","['Tour', 'Spritzfahrt', 'Trip', 'kurze Reise', 'Ausflug', 'Spritztour']","['besteigen', 'rittlings sitzen', 'reiten']","['Anfahrt', 'Anfahrtsweg']","['drive', 'ride', 'journey', 'journeying', 'travel', 'traveling', 'travelling', 'movement', 'move', 'motion', 'change', 'action', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['eine Fahrt in einem Auto, die nur zum Vergnügen unternommen wird']",[],[],trip,trip,trip,trip,,,,,,[],positive,0.0,positive,0.0,neutral,,neutral,neutral
231,klimawandler,wandler,"['wandler', 'wandlern', 'wandlers']",wandler,m,"['klimawandler', 'klimawandlern', 'klimawandlers']","['Drehmomentwandler', 'Föttinger-Wandler', 'Wandler', 'Umsetzer']","['Aggregat', 'Automat', 'Anlage', 'Maschine', 'Apparatur', 'Gerät', 'Apparat']","['Gerät', 'Anlage', 'Apparatur', 'Maschine', 'Apparat', 'Aggregat', 'Automat', 'Gerät', 'Anlage', 'Apparatur', 'Maschine', 'Apparat', 'Aggregat', 'Automat']","['convertor', 'converter', 'device', 'instrumentality', 'instrumentation', 'means', 'artifact', 'artefact', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity']",person,"['Wandler zur Übertragung und Verstärkung von Drehmomenten (insbesondere auf hydraulischem Wege)', 'ein elektrisches Gerät, das eine Energieform in eine andere umwandelt']",[],[],wandl,wandler,wandl,wandl,,,,,,[],positive,0.0,negative,0.0,neutral,,neutral,neutral
232,klimazipfel,zipfel,"['zipfel', 'zipfels', 'zipfeln']",zipfel,m,"['klimazipfel', 'klimazipfels', 'klimazipfeln']","['bestes Stück', 'Zipfel', 'Schwengel', 'Stößel', 'Schniedel', 'Lümmel', 'Schniedelwutz', 'Kindermacher', 'Bolzen', 'Glied', 'Pimmelmann', 'Phallus', 'Pullermann', 'Pillemann', 'Piephahn', 'Rohr', 'Pillemännchen', 'Schwert', 'Rute', 'Schwanz', 'männliches Glied', 'Pimmel', 'Dödel', 'gutes Stück', 'Prengel', 'Penis', 'Riemen', 'Schaft', 'Lörres', 'Zauberstab', 'Pillermann', 'Zumpferl', 'Prachtexemplar', 'Piepmatz']",[],[],"['cylinder', 'round shape', 'form', 'shape', 'attribute', 'abstraction', 'abstract entity', 'entity']",action,['eine hohle zylindrische Form'],[],[],zipfel,zipfel,zipfel,zipfel,,,,,,[],positive,0.0,negative,0.0294117647058823,neutral,,neutral,neutral
233,klimazirkus,zirkus,"['zirkus', 'zirkussen', 'zirkusses', 'zirkusse']",zirkus,m,"['klimazirkus', 'klimazirkussen', 'klimazirkusses', 'klimazirkusse']","['Herumlärmen', 'Gelärme', 'Lärmerei', 'Rumlärmen', 'Zirkus', 'Heckmeck', 'Affenzirkus', 'Gelärm', 'Affentheater', 'Circus']","['vorweisen', 'vorzeigen']","['Versuch', 'Vorsatz', 'Unternehmung', 'Rastlosigkeit', 'Beweglichkeit', 'Regsamkeit', 'Betriebsamkeit', 'Unternehmungsgeist', 'Umtrieb', 'Rührigkeit', 'Geschäftigkeit', 'Aktivität']","['bowl', 'sports stadium', 'stadium', 'arena', 'construction', 'structure', 'artifact', 'artefact', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity']",person,"['(in der Antike) ein Freiluftstadion für Wagenrennen und Gladiatorenspiele', 'ein reisendes Unternehmen von Schaustellern, einschließlich dressierter Tiere']",[],"['kabarett', 'show']",zirku,zirku,zirk,zirkus,,,,,,"['kabarett', 'show']",positive,0.0,negative,0.0,neutral,,neutral,neutral
234,klimahype,hype,"['hype', 'hypes']",hype,m,"['klimahype', 'klimahypes']","['Aufriss', 'Haupt- und Staatsaktion', 'Gemach', 'Medienhype', 'Ballyhoo', 'Gesums', 'Furore', 'Wirbel', '(inszenierte) Begeisterung', 'Aufsehen', 'Getrommel', 'Massenhysterie', 'Theaterdonner', 'Federlesen', 'Aufhebens', 'Hype', 'Medienrummel', 'Sturm im Wasserglas', 'Theater', 'Hysterie', 'Geschiss', 'Gehabe', 'Trara', 'Buhei', 'Reklamerummel', '(künstliche) Aufregung', 'Getöse', 'Bohei', 'Rummel', 'Aufregung', 'Aufruhr', 'Tamtam', 'Aufgeregtheit', 'Masseneuphorie', 'Schaumschlägerei', 'Getue']","['Rückstellung', 'Rezeption', 'Rücklage', 'Lesen', 'Durcharbeiten', 'Schlagzeug', 'Dröhnen', 'Drumset', 'Lektüre', 'Brausen', 'Perkussion', 'Donner', 'Rückhalt']","['Rücklage', 'Rückstellung', 'Rückhalt', 'Dröhnen', 'Brausen', 'Donner', 'Rezeption', 'Lektüre', 'Durcharbeiten', 'Lesen', 'Drumset', 'Schlagzeug', 'Perkussion']","['fear', 'fearfulness', 'fright', 'emotion', 'feeling', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",action,"['übermäßige oder unkontrollierbare Angst', 'ein verwirrtes oder nervöses und aufgeregtes Gemüt']",['hysterie'],['hysterie'],hyp,hype,hyp,hyp,,,,,,['hysterie'],negative,0.0,negative,0.0,positive,,neutral,neutral
244,klimaretter,retter,"['rettern', 'retter', 'retters']",retter,m,"['klimarettern', 'klimaretter', 'klimaretters']","['Retter in der Not', 'Helfer in der Not', 'Retter', 'Helfer', 'rettender Engel']","['Belegschaft', 'Personalbestand', 'Personal', 'Arbeitnehmer', 'Angestellte']","['Arbeitnehmer', 'Personalbestand', 'Angestellte', 'Personal', 'Belegschaft']","['good person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'good person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['eine Person, die Menschen oder Institutionen hilft (insbesondere mit finanzieller Hilfe)']",[],[],rett,retter,ret,rett,,,,,"['retter', 'retterin']","['retter', 'retterin']",positive,0.0,negative,0.0,positive,,neutral,neutral
245,klimaretterin,retterin,"['retterin', 'retterinnen']",retterin,f,"['klimaretterin', 'klimaretterinnen']",[],[],[],,,[],[],[],retteri,retterin,retterin,retterin,,,,,"['retterin', 'retter']","['retterin', 'retter']",positive,0.0,positive,0.0,Positive,,neutral,neutral
247,klimaklamauk,klamauk,"['klamauks', 'klamauk']",klamauk,m,"['klimaklamauks', 'klimaklamauk']","['Hallo', 'Blödelei', 'Slapstick', 'Klamotte', 'platte Komik', 'Remmidemmi', 'Jubel, Trubel, Heiterkeit', 'Trubel', 'grotesker Gag', 'Klamauk', 'Kintopp', 'Ausgelassenheit', 'Situationskomik']","['Witz', 'Komik', 'Humor']","['Humor', 'Witz', 'Komik']","['comedy', 'drama', 'genre', 'writing style', 'literary genre', 'style', 'expressive style', 'communication', 'abstraction', 'abstract entity', 'entity']",action,"['eine übermütige Komödie mit Verfolgungsjagden, Zusammenstößen und Scherzen', 'ein Ausdruck der Begrüßung']",[],[],klamauk,klamauk,klamauk,klamauk,,,,,,[],positive,0.0,negative,-0.0769230769230769,related,,neutral,negative
