;concept;origin;pattern;keyword;annotation
725;group;P2022;klimanotstandsregierung;"Kommentare zu „ Klimaklage gegen Shell erfolgreich und tausende für die Verkehrswende auf der Straße - Woche / "" Vielleicht sollten alle Staaten einer globalen Klimanotstandsregierung untergeordnet werden , um die notwendigen Ziele auch durchzusetzen .";Self
726;group;P2022;klimanotstandsregierung;"Hallo Ex SofaHeld , Was die Klimanotstandsregierung angeht … Der Hang zur Autorität „ von oben "" ist immer schon dem Traum von den ganz einfachen Lösungen entsprungen [ S .";Self
727;group;P2022;klimanotstandsregierung;"Man kann das Problem nicht so einfach an eine autokratische Klimanotstandsregierung , bestehend aus „ elitären Profis "" , delegieren .";Self
728;group;P2022;klimanotstandsregierung;Das kann eine noch so gute Klimanotstandsregierung niemals erzwingen !;Self
730;group;P2022;klimanotstandsregierung;Das kann eine noch so gute Klimanotstandsregierung auch nicht erzwingen !;Self
745;person;P2022;klimaretter;Gruß Swen Bär , Hannover Hallo ihr engagierten KlimaretterINNEN , als Alt68erÖkoOpa unterstütze ich euren Protest aus vollem Herzen !;Self
749;person;P2022;klimaretter;Hallo ihr engagierten KlimaretterINNEN , als Alt68erÖkoOpa unterstütze ich euren Protest aus vollem Herzen !;Self
751;person;P2022;klimaretter;Mit #Together4Forests fordern wir ein europäisches Lieferkettengesetz für den Schutz der Wälder weltweit Klimaretter Wald retten !;Self
752;person;P2022;klimaretter;"Wer das Klimapaket als „ Bankrotterklärung "" verurteilt , hat nicht verstanden und will nichts davon wissen , welche gemeine Räson dies Programm leitet und muss sich die Frage gefallen lassen , unter dem Signum des Ungenügendem des Klimapapiers letztlich die Gemeinheiten desselben m i t z u t r a g e n , welche sich allgemein wie folgt charakte- risieren lassen : Sowohl den amtlichen Klimarettern als auch ihren Kritikern , denen die klimapolitischen Maßnahmen nicht weit genug gehen , ist gemeinsam und damit als Skandal festzuhalten , dass sie unisono die Menschen , ob Betroffene / Opfer der kapitalistisch induzierten Klimazerstörung oder deren Betreiber in Gestalt der Verarbeiter fossiler Brennstoffe oder Hersteller / Verkäufer von motorisierten CO2Schleudern oder anderer mit fossilen Stoffen betriebener Gerätschaften wie Heizungen , als Klimaschänder in eine Reihe stellen .";Self
754;person;P2022;klimaretter;Jeder Baum , jeder See , jedes Moor ist ein Klimaretter in diesen Zeiten .;Self
755;person;P2022;klimaretter;LG an alle fleißigen Klimaretter Armin Es ist zum Verzweifeln , die Wälder sterben oder werden abgebrannt , die Insekten und Tiere sterben , die zunehmenden Unwetter beeinträchtigen unser aller Leben etc .;Self
757;person;P2022;klimaretterin;Gruß Swen Bär , Hannover Hallo ihr engagierten KlimaretterINNEN , als Alt68erÖkoOpa unterstütze ich euren Protest aus vollem Herzen !;Self
758;person;P2022;klimaretterin;Hallo ihr engagierten KlimaretterINNEN , als Alt68erÖkoOpa unterstütze ich euren Protest aus vollem Herzen !;Self
789;person;P2022;klimastreiter;ES EILT Hallo Klimastreiter ( und Streikbrecher ) , Ich möchte mich bei allen Jugendlichen , Kindern , Eltern und Großeltern bedanken für den großartigen KlimastreikEinsatz !;Self
928;person;C2022;klimaketzer;Wo sich die SZ doch zurecht als eine Art Opus Dei und medialer Exorzist der Klimakirche ansieht , gewissermaßen als Missionar ( in ) im Dauerfronteinsatz gegen Klimaketzer ?;Self
929;person;C2022;klimaketzer;KlimaKetzer « Die am .;Self
1007;person;C2022;klimakritiker;Hinsichtlich COVID19 sollten KlimaAlarmisten und KlimaKritiker einräumen , dass globale Erwärmung ein NichtProblem ist .;Self
1008;person;C2022;klimakritiker;Man nimmt also neuerdings an , dass die Klimasensitivität eher zwischen … C liegt und damit am unteren , vom IPCC angegebenen Bereich ( was Klimakritiker schon längst annehmen ) .;Self
1033;person;C2022;klimaleugner;"Zwar steht die reale Vaporisierung der „ Klimaleugner "" nicht auf der offiziellen Tagesordnung .";Self
1041;person;C2022;klimaleugner;Scheiterhaufen vorbereiten , Folterinstrumente für die Klimaleugner präparieren … . los gehts .;Self
1044;person;C2022;klimaleugner;"Mein persönlicher Eindruck : So viel besser hätten wir „ Klimaleugner "" das gar nicht hingekriegt ! ! !";Self
1052;person;C2022;klimaleugner;"Die Lobbyisten , gern aus dem Umkreis des USPräsidenten , gäben dabei befehlsartig die Themen und Kampagnen vor , die die „ Klimaleugner "" -Vereinigungen dann auszuführen hätten .";Self
1057;person;C2022;klimaleugner;") „ Klimaleugner "" wie auch „ Virusleugner "" sind Begriffe aus der Propaganda , Stichwort „ Framing "" und sie sollen an den „ Holocaustleugner "" andocken .";Self
1064;person;C2022;klimaleugner;"Wer der herrschenden Meinung nicht zustimmt , wird als „ Klimaleugner "" diffamiert .";Self
1070;person;C2022;klimaleugner;Mögen sie uns als Klimaleugner bezeichnen .;Self
1073;person;C2022;klimaleugner;"Von Michael Limburg In einem bewundernden Porträt des ZDF Wettermannes Özden Terli in der Online Ausgabe des Berliner Tagesspiegel wird dieser in den Himmel gehoben , und gleichzeitig „ Klimaleugner "" wie EIKE in Grund und Boden verdammt , und mit „ Rassisten , Sexisten , Islamophoben , Homophoben , Flüchtlingsgegnern , Verschwörungstheoretikern "" in einen Topf geworfen .";Self
1078;person;C2022;klimaleugner;"Im „ heiligen Zorn gegen die Klimaleugner "" ist schließlich alles gerechtfertigt .";Self
1087;person;C2022;klimaleugner;Heute haben wir den Klimaleugner * innen von EIKE erneut einen Besuch abgestattet .;Self
1089;person;C2022;klimaleugner;Wie weit sind wir noch davon entfernt , dass so genannte Klimaleugner auf offener Straße gelyncht werden ?;Self
1090;person;C2022;klimaleugner;"Zum Thema Klimadiskussion ist die bedeutendste Revision der Ersatz des Begriffs „ Klimaskeptiker "" durch „ KlimaLeugner "" .";Self
1091;person;C2022;klimaleugner;Aber vielleicht hat Ötzi diese ja vor Jahren da oben versteckt um Klimaleugner wie mich zu verwirren .;Self
1097;person;C2022;klimaleugner;"Als „ Klimaleugner "" ist man immer wieder platt , wenn man so etwas liest .";Self
1115;person;C2022;klimaleugner;Aber vielleicht gibt es bald wieder Menschenopfer , Klimaleugner , die dem Gott des Klimas CO2neutral dargeboten werden .;Self
1120;person;C2022;klimaleugner;"Und das ist nicht nur die Meinung von „ typischen Klimaleugnern "" : Aussage des ehemaligen Vizedirektors des AWI , Prof .";Self
1127;person;C2022;klimaleugner;Gewalttätige Klimaleugner , gelenkt von EIKE ?;Self
1132;person;C2022;klimaleugner;"Das zurSchaustellen der "" Klimaleugner "" ist eine Empfehlung von zwanzig Wissenschaftlern mit ernstem Gesicht , an der Rutgers , Columbia und anderen Institutionen , von angeblich höherer Bildung .";Self
1134;person;C2022;klimaleugner;Also kann es nur Sabotage der Klimaleugner sein oder der IS hat die Windkraftwerke bzw .;Self
1135;person;C2022;klimaleugner;"In der Region habe sich der Meeresspiegel nicht wie von Klimaalarmisten angekündigt , erhöht , sondern vermindert . von AR Göhring Unsere Redaktion fand kürzlich in den unendlichen Weiten des Internets ein lustiges Video , das den englischhöflichen und durchaus charmanten Lord Monckton , seines Zeichens Wikipediageprüfter „ rechter Klimaleugner "" , im fachlichen Disput mit einer Anhängerin von Greenpeace , Klima & Co zeigt .";Self
1146;person;C2022;klimaleugner;"Kein Wunder , würde ein „ Klimaleugner "" sagen , der Ausbau der erneuerbaren Energien war von Anfang an ungeeignet für alles , außer zur Wohlstandsverteilung von unten nach oben .";Self
1331;person;C2022;klimarealist;Wegen der genannten Probleme erhebt die Zusammenstellung keinen Anspruch auf Vollständigkeit . von Michael Limburg Servus tv ist seit langem der einzige deutschsprachige TV Sender , der es wagt einen Klimarealisten in eine öffentlich ausgestrahlte Talksendung zu holen .;Self
1332;person;C2022;klimarealist;"Eigentlich müßte Sie zufrieden sein , Bescheidenheit wird ja immer nur von den anderen gefordert dass schöne an unserer Position ( die des Klimarealisten ) ist : wir setzen keine unbewiesenen Behauptungen in die Welt und verlangen dann Billionen an Euro zur Vermeidung des Unvermeidlichen ( des Klimawandels ) und wir verlangen auch von keinem Menschen der Welt wegen einer geforderten „ Decarbonisierung "" zu verhungern .";Self
1334;person;C2022;klimarealist;Radikale WassermelonenGrüne haben oft genug verkündet , dass sie am liebsten alle KlimaRealisten einsperren und verfolgen würden ob deren KlimaAbtrünnigkeit , vorzugsweise in politischen Schauprozessen wie jenen , die oftmals unter sozialistischen Diktaturen inszeniert worden waren , welche sie so bewundern .;Self
1335;person;C2022;klimarealist;Nicht wenige der Klimarealisten , wie z.B . der KlimaInsider und ComputerKlimamodellExperte Dr .;Self
1336;person;C2022;klimarealist;"Der gehört zu den „ Klimarealisten "" am AWI .";Self
1341;person;C2022;klimarealist;""" Heissa , was unser KleinJonas alles weiß : bei solch einer knackigen Beweisführung muß ja jeder Klimarealist passen .";Self
1342;person;C2022;klimarealist;Nachdem auf dem Forum drei Klimarealisten und SAACCs ihre Beweise und Argumente dargelegt hatten , zeigte die Umfrage eine erhebliche Verschiebung hin zu Zustimmung zu der Aussage , standen doch jetzt Prozent der Befragten hinter der Aussage ( Prozentpunkte mehr als vor der Veranstaltung !;Self
1343;person;C2022;klimarealist;"Ich erinnere an die Alpenprawda , die in ihrer aktuellen ersten „ Berichterstattung "" sich offenbar zutiefst grämt , dass die Verhinderung der Konferenz missglückte , also ich meine das lokale rotgrüne Kampfblatt und Wächterin der offiziellen KlimaGlaubenslehre , dieses Qualitätsmedium titelte im letztes Jahr termingerecht zu EIKE : „ Kohle , Kohle , Kohle "" - wie stets halt der perfekte Durchblick , wenn es um rotgrüne Klimareligion geht … Ein Münchner „ Umweltinstitut "" mit Expertise in Diffamierung und Bekämpfung der Meinungsfreiheit für Klimarealisten , offenbar auch staatlich gefördert , schwimmt dagegen im Geld ( Mio .";Self
1344;person;C2022;klimarealist;Viele Klimarealisten sind selbst wiederum Lügner : Sie verbreiten Lügen gegen die wahre Religion , sie verführen zu anderen Formen des Satanismus .;Self
1347;person;C2022;klimarealist;Die Rolle der niederländischen KlimaRealisten Das Forum for Democracy FvD wurde im September gegründet und war zu Beginn hinsichtlich Klimawandel neutral .;Self
1349;person;C2022;klimarealist;"Wann werden die ersten „ KlimaRealisten "" sozial , ökonomisch oder / und körperlich angegriffen ?";Self
1350;person;C2022;klimarealist;Klimarealisten sind von diesem Zeitpunkt an als Verfassungsfeinde eingestuft und werden unter Beobachtung gestellt .;Self
1351;person;C2022;klimarealist;Den Auftakt machte ein VideoGrußwort des politischen Anführers der Klimarealisten im US Kongress , Senator James Inhofe , der ausführte , dass nun die Zeit gekommen sei , die gesetzlichen Vorgaben , sei es durch die Umweltbehörde EPA verfügte , oder durch präsidiale Erlasse von Präsident Obama aufzuheben , weil die überaus teuren , für das Klima aber völlig wirkungslosen , mithin für die Bevölkerung und das Land nutzlosen Gesetze und Verordnungen , das Vertrauen zwischen Regierung und Regierten völlig zerstört hätten .;Self
1353;person;C2022;klimarealist;Das Signal war : Die Klimarealisten gewinnen wieder die Oberhand , und die US Regierung - u.a . beraten von Mitgliedern dieser Konferenz- bereitet die nötigen Schritte zur Umsetzung der seit langem bekannten Forderungen vor .;Self
1355;person;C2022;klimarealist;Es wundert mich trotzdem , daß auch namhafte Klimarealisten immer wieder von fossilen Energieträgern Erdöl / Erdgas sprechen , obwohl doch mit dieser Irreführung im Prinzip die ganze Energiewende incl .;Self
1356;person;C2022;klimarealist;In seinem , den Ursachen des Klimawandels gewidmetem Kapitel , folgt der Autor im Wesentlichen der IPCC Linie , obwohl er auch manche Argumente der Klimarealisten aufführt .;Self
1357;person;C2022;klimarealist;Wieder einmal wurden keine klimarealistischen Experten , geschweige denn überhaupt Klimarealisten , eingeladen .;Self
1358;person;C2022;klimarealist;"] Wenn Klimarealisten in der EPA und anderen staatlichen Agenturen die Zügel übernehmen , sollte die TrumpRegierung sicherstellen , dass Steuergelder nicht weiter für eine noch alarmistischere Wissenschaft verschwendet werden sollten , die nur bemüht wird , um den Verschluss weiterer fossiler Treibstoffe zu rechtfertigen sowie die Ausweitung erneuerbarer Energie und Programme zur „ KohlenstoffAbscheidung "" .";Self
1359;person;C2022;klimarealist;"Und schließlich , die ZehnerMilliarden Dollar , die während der letzten Jahre jährlich für die „ LasstEsImBoden "" -Kampagnen , für nationale und internationale Vorschriftengeber sowie Unternehmen erneuerbarer Energien ausgegeben worden waren , haben diesen enorme Anreize verschafft , die Pseudowissenschaft à la IPCC / EPA zu unterstützen - sowie Klimarealisten zu diffamieren und zum Schweigen zu bringen , welche der Vorgabe des „ vom Menschen verursachten katastrophalen Klimawandels "" nicht folgen .";Self
1360;person;C2022;klimarealist;Und man stelle sich einen Klimarealisten vor , der beim Staatsfernsehen lukrative Verträge bekommt - da ist selbst der KlimaWeltuntergang wahrscheinlicher !;Self
1361;person;C2022;klimarealist;Doch anders als die deutschen Medien fragte man nicht nur die Klimaalarmisten unter den Experten , wie den Berner Klimaforscher Thomas Stocker , sondern versuchte auch die Argumente der Klimarealisten wie sie z.B . von den Experten vom Klimamanifest von Heiligenroth geltend gemacht werden , mit Stocker zu erörtern .;Self
1364;person;C2022;klimarealist;"Zukünftig werden wir Klimarealisten auch noch von den „ Eisheiligen "" aus Potsdam Unterstützung bekommen .";Self
1365;person;C2022;klimarealist;Auf Grund der Tatsache , das hier - wohl zum ersten Male- nicht nur Klimaalarmisten und Energiewendebefürworter eingeladen waren , sondern auch der als Klimarealist und entschiedener Gegner der Energiewende bekannte Autor dieser Zeilen , waren die ausgetauschten Argumente sehr kontrovers .;Self
1366;person;C2022;klimarealist;Uns Klimarealisten ist das nicht neu , wir erklären die ständigen kleinen und größeren Klimaschwankungen mit vielerlei Gründen , die zusammenspielen , meistens aber mit der Sonne , der kosmischen Strahlung und dem dadurch hervorgerufen Bewölkungsgrad , bzw . der Sonnenscheindauer .;Self
1662;person;C2022;klimaskeptiker;Nun gehören wir Klimaskeptiker nicht unbedingt zu den Fans von sozialistischen Theorien , aber der olle Marx hat als Kritiker durchaus schon das ein oder andere richtige gesagt .;Self
1663;person;C2022;klimaskeptiker;Im August dieses Jahres habe ich die schlechte Berichterstattung auf der Website Mashable beklagt über eine vermeintlich bevorstehende HurrikanApokalypse - einschließlich eines schlimmen falschen Zitats von mir in der CartoonRolle als Klimaskeptiker .;Self
1664;person;C2022;klimaskeptiker;"Meine Kritik an „ Klimaskeptiker "" -Autoren wie Ihnen ist die selektive Wahrnehmung : was Ihnen ins Konzept passt , wird wie ein definitives Faktum präsentiert , egal wie wenig wissenschaftlich gesichert es ist ; anderes lehnen sie einfach rundheraus ab , obwohl es von der breiten Fachcommunity allgemein akzeptiert wird , weil die Belege dafür solide und vielfältig sind .";Self
1665;person;C2022;klimaskeptiker;"Die alten Energien und Klimaskeptiker gingen nicht kampflos vom Platz , sondern nutzten Propaganda und „ Fake News "" , um die öffentliche Meinung umzupolen .";Self
1666;person;C2022;klimaskeptiker;"Kein Wunder also , dass sogenannte „ Klimaskeptiker "" immer wieder feststellen müssen , dass ihre kritischen Beiträge bei Wikipedia systematisch gelöscht werden .";Self
1667;person;C2022;klimaskeptiker;Auf NDR Info durfte er im Radio mit zwei weiteren KlimaalarmVertretern über die Klimaskeptiker herziehen .;Self
1668;person;C2022;klimaskeptiker;"Dies umso mehr , als die sogenannten „ Klimaskeptiker "" ( zu denen ich auch zähle ) den Kampf „ bergauf "" führen , d.h . sie stehen von vorneherein unter besonderem Beweisdruck .";Self
1669;person;C2022;klimaskeptiker;Mal sieht man uns als Atomlobby , mal als Lobby von Big Coal oder wahlweise Big Oil , und nun als ideologischen Klimaskeptiker Verein .;Self
1670;person;C2022;klimaskeptiker;Ich will auch keineswegs unterstellen , dass er seine im Verhältnis zu den nichtbeamteten Wissenschaftskollegen karge Professorenpension aufzubessern geneigt ist , was ihm und seinen Klimaskeptikern ja durch die losgetretene Diskussion ganz gut gelungen zu sein scheint .;Self
1671;person;C2022;klimaskeptiker;Rahmstorf kann zwar erklären , warum alle KlimaSkeptiker falsch liegen .;Self
1672;person;C2022;klimaskeptiker;"„ Klimaskeptiker "" ( Die Bezeichnung ist unsinnig , man kann nicht gegen etwas Existierendes skeptisch sein .";Self
1674;person;C2022;klimaskeptiker;Merke : Sobald ein Klimaskeptiker ( die ja gar keine richtigen Skeptiker sind sondern Gläubige ) einen Satz in die Tastatur eingibt , offenbahrt er seine Unkenntnis .;Self
1675;person;C2022;klimaskeptiker;"Allerdings gibt es da einen kleinen Haken ; um Sie tatsächlich als MoPK zu verehren zu können , wäre ein überzeugender Beweis Ihrer Kenntnis physikalischer Grundkenntnisse Ihrerseits eine unschätzbare Hilfe , weil wir Klimaskeptiker „ allesamt "" , wie Sie so schön sagen mit unserem physikalischen Schwachsinn und mehr , einfach nichts schnallen .";Self
1676;person;C2022;klimaskeptiker;Was ich eher traurig finde , ist die unbestreitbare Tatsache , dass Herr Bend hier den allergrößten physikalischen Unsinn äußern kann , aber keiner von den Klimaskeptikern fühlt sich bemüßigt , ihn zu korrigieren .;Self
1678;person;C2022;klimaskeptiker;Oder sollte es etwa daran liegen , dass die hier versammelten Klimaskeptiker selber nicht merken , wenn einer physikalischen Unsinn erzählt ?;Self
1679;person;C2022;klimaskeptiker;So einen Unsinn liest man nicht häufig ( einzige Ausnahme : Websites der Klimaskeptiker ) .;Self
1680;person;C2022;klimaskeptiker;"Rahmstorf PIK : [ ] Von der Wissenschaft glänzend bestätigt , von der "" Klimaskeptiker "" -Lobby verunglimpft In der Fachwelt gelten die Arbeiten von Mann et al . als hoch respektierte Pionierleistung ( die Forscher erhielten eine Reihe von Preisen , Mann und Bradley z.B . beide die OeschgerMedaille der European Geosciences Union ) .";Self
1682;person;C2022;klimaskeptiker;Teil : Ein britischer Akademiker , nämlich der JuraProfessor Philippe Sands , will vor dem Internationalen Gerichtshof erreichen , dass dieser alle Klimaskeptiker als Unrecht habend erklärt - ein für allemal .;Self
1683;person;C2022;klimaskeptiker;"Thomas Stocker ( Schweiz ) : Stocker verschwendet in der Regel keine Zeit mit der Diskussion unbequemer Fakten ( siehe "" IPCCBerichtsChef Thomas Stocker zeigt im WeltwocheInterview unerklärliche Gedächtnislücken : Die Gesprächsanalyse "" ) und hat für Pannen stets Sündenböcke parat ( siehe "" IPCCBerichtsChef Thomas Stocker gibt Klimaskeptikern die Schuld an missglücktem IPCCBerichtsLaunch "" ) .";Self
1685;person;C2022;klimaskeptiker;Das liege an der Hartnäckigkeit der Klimaskeptiker , die die pseudowissenschaftliche Grundlage des angeblich menschenverursachten Klimawandels aufgezeigt haben .;Self
1686;person;C2022;klimaskeptiker;Das liege an der Hartnäckigkeit der Klimaskeptiker , die die pseudowissenschaftliche Grundlage des angeblich menschenverursachten Klimawandels aufgezeigt haben .;Self
1687;person;C2022;klimaskeptiker;"Eine eingetretene Erwärmung oder Abkühlung wird durch die beschriebene positive Rückkopplung zusätzlich verstärkt ( siehe auch Antworten auf Fragen von „ Klimaskeptikern "" und Lesern - Stefan Rahmstorf ) "" Ich hebe hervor : „ Weil der Wasserdampf zwar beim natürlichen , jedoch nicht beim anthropogenen Treibhauseffekt die Hauptrolle spielt .";Self
1688;person;C2022;klimaskeptiker;Denken Sie , Klimaskeptikern zum Schweigen zu bringen ist verfassungswidrig ?;Self
1691;person;C2022;klimaskeptiker;Weil es so exemplarisch ist und Klimaskeptikern drastisch vor Augen führt , dass Deutschland in aller Regel immer erst nach einem ( finanziellen ) Untergang zur Vernunft kommt , eine längere Ausführung darüber .;Self
1692;person;C2022;klimaskeptiker;"Für mich gilt ; alles , was ich in der UmleitungsBewegung und den Subventionen der Steuerzahler erkenne , ist eine großartige Gelegenheit für Contrarians , das heißt Klimaskeptiker .";Self
1693;person;C2022;klimaskeptiker;Darum wäre es für mich zu schön , wenn dieses Projekt in die Gänge käme und Dollar von gebildeten und sympathischen Klimaskeptikern zu erhalten , sollte kein Problem sein , wenn ein verrücktes Vorhaben wie Solarstraßen ohne bewährte Fähigkeiten über Millionen Dollar locker machen kann .;Self
1694;person;C2022;klimaskeptiker;Sie sind der gefaehrlichste Angreifer der Klimaskeptiker , denn Sie schiessen reihenweise Eigentore .;Self
1695;person;C2022;klimaskeptiker;"Ein zweiter Grund , vielleicht der wichtigere , ist der politische Kampf um Ressourcen , Macht oder Einfluß , den Wissenschaftler auch immer austragen müssen , aber nicht in der Zeitung , sondern im Institut oder in der Fakultät : Mit den „ Klimaskeptikern "" haben die „ Coronaskeptiker "" auch gemeinsam , daß sie einen ganzen Berg von Belegen für den Ernst der Bedrohung einfach ignorieren .";Self
1696;person;C2022;klimaskeptiker;"Sie wähnen sich auf der "" richtigen "" Seite der Diskussion in ihrem Fachgebiet und benennen Leute , die ihre Ansicht nicht teilen , als Klimaskeptiker .";Self
1697;person;C2022;klimaskeptiker;Der Autor outet sich dabei als entschiedener AGWAnhänger : BrexitKampagne wird von Klimaskeptikern dominiert Führende Vertreter der ProBrexitKampagne haben Verbindungen zu kontroversen klimaskeptischen Denkfabriken und stellen die Wissenschaft hinter der globalen Erwärmung in Frage .;Self
1698;person;C2022;klimaskeptiker;Lawson gründete im Jahre die Global Warming Policy Foundation und ist bekennender Klimaskeptiker .;Self
1699;person;C2022;klimaskeptiker;Vereinfacht ausgedrückt , der angenommene Wert der CO2Klimasensivität ist der zentrale und wichtigste Punkt der gesamten Diskussion und Auseinandersetzung zwischen den KlimaAlarmisten und KlimaSkeptikern .;Self
1700;person;C2022;klimaskeptiker;Die meisten Klimatologen und Klimaskeptiker postulieren niedrigere Werte ( 1040 % ) .;Self
1701;person;C2022;klimaskeptiker;"Für die Behauptung Herrn Baeckers , er sei „ Wissenschaftler "" müßte Herr Heinzow einen seiner TrolloPreise stiften … Mit besten Grüßen übrigens ist die Behauptung , daß IPCC , PIK , Klimsschutzpolitiker etc . behaupten würden , Klimawandel würde % durch CO2 gesteuert , ja nur eine Unterstellung aus dem Lager der Klimaskeptiker .";Self
1702;person;C2022;klimaskeptiker;Aber das Lager der Klimaskeptiker wettet eben darauf , daß es genügend viele Dumme gibt , die auf diesen Trick reinfallen und genügend viele irre Wutbürger , denen solche gefakte Parolen gerade recht kommen , um für ihre Aggression eine vermeintliche Rechtfertigung zu haben . „ der Autor , Herr Dr .;Self
1703;person;C2022;klimaskeptiker;Diesmal das Beispiel nicht aus der SZ , sondern vom Pendant im Norden , dem Berliner Tagesspiegel : [ ] Der Tagesspiegel , SINAN RECBER ( Journalist Umwelt & Wirtschaft Psychologie ) : Studie widerlegt Argument der Klimaskeptiker Prozent der Erde werden wärmer Manche Menschen leugnen , dass der Klimawandel durch den Menschen verursacht wird .;Self
1706;person;C2022;klimaskeptiker;Das Dumme nur , viele werden jetzt glauben , Klimaskeptiker sind vom gleichen Kaliber und reden einfach nur die Problematik klein … Trump hat die Wahl nicht verloren sondern haushoch gewonnen .;Self
1708;person;C2022;klimaskeptiker;Aber die Klimaskeptiker waren mit ihrer Aktion fertig und schon weg , als die Polizei anrückte .;Self
1709;person;C2022;klimaskeptiker;"Sie sind ein hoffnungsloser Fall von Grüngläubigkeit … „ S.Hader , dessen Parallelwelt aus einer geregelten Arbeit und realen Kontakten und Gesprächen mit realen Menschen unterschiedlichster sozialer Herkunft besteht "" Herr Hader , sie haben mir selbst mehrfach erzählt , dass sie keine Klimaskeptiker und PegidaDemonstranden persönlich kennen , also keinen Bezug zu Andersdenkenden haben … … .";Self
1711;person;C2022;klimaskeptiker;( Der Ausdruck Klimaskeptiker ist allerdings nicht angebracht , ( Skepsis und Leugnung sind zwei Paar Schuhe ) ) .;Self
1712;person;C2022;klimaskeptiker;Nicht einmal der Klimaskeptiker Roy Spencer kann vor Ihren Augen bestehen , da er nicht in das gleiche hirnlose Horn tutet wie Sie .;Self
1714;person;C2022;klimaskeptiker;Hinzu kommt , dass die Vertreter der Klimaskeptiker auch in anderen Bereichen häufig Positionen einnehmen , die man nur als Verschwörungstheorien bezeichnen kann oder sie sind weit im so genannten rechten Lager verortet .;Self
1715;person;C2022;klimaskeptiker;Viele der hier versammelten Klimaskeptiker scheinen der Meinung zu sein , dass sie allein schon deshalb recht haben , weil sie eine absolute Außenseiterposition vertreten - schließlich war Galilei auch allein auf weiter Flur .;Self
1716;person;C2022;klimaskeptiker;"Das hat der gute Roy völlig richtig beobachtet : KlimaSkeptiker „ GLAUBEN "" !";Self
1717;person;C2022;klimaskeptiker;Abgesehen davon steht er natürlich auch im Widerspruch zu der großen Gruppe der Klimaskeptiker hier , die ständig etwas von Abkühlung faseln und die tatsächlich zu beobachtende Erwärmung - von der auch Roy Spencer ausgeht - einfach leugnen .;Self
1718;person;C2022;klimaskeptiker;Ich fänds schade , weil ich nichts gegen Sie persönlich habe und mit einigen Klimaskeptikern im persönlichen Mailkontakt gut zurecht komme .;Self
1719;person;C2022;klimaskeptiker;""" Heißt das , Klimaskeptiker seien Nationalsozialisten oder Mitläufer ?";Self
1720;person;C2022;klimaskeptiker;Wird jetzt sogar von der UN aus mit dem Nazivorwurf Jagd auf Klimaskeptiker gemacht ?;Self
1721;person;C2022;klimaskeptiker;"Nachdem hier vor kurzem geschrieben wurde , die „ Klimaskeptiker "" hätten sozusagen alle einen „ Sprung in der Schüssel "" - sogar durch neue „ Studien "" belegt , habe ich jetzt doch eine genauere Beschreibung des Phänomens „ Glaube "" - egal an was , erwartet .";Self
1722;person;C2022;klimaskeptiker;Falls Klimaskeptiker sich Sorgen gemacht haben bzgl . eines Treffens mit dem ehemaligen Vizepräsidenten Al Gore , bringt die Entscheidung pro Pruitt die Erleichterung .;Self
1723;person;C2022;klimaskeptiker;Trump beruft prominenten Klimaskeptiker zum Chef der EPA ( hier ) Feiert !;Self
1724;person;C2022;klimaskeptiker;"Zum Thema Klimadiskussion ist die bedeutendste Revision der Ersatz des Begriffs „ Klimaskeptiker "" durch „ KlimaLeugner "" .";Self
1726;person;C2022;klimaskeptiker;Klimaskeptiker ( darunter auch Limburg und Luedecke von EIKE ) - unter staendiger Beobachtung von den NGOs .;Self
1728;person;C2022;klimaskeptiker;"Auf der verlinkten Seite „ Pause der globalen Erwärmung "" lerne ich , dass diese Pause „ vermeintlich "" ist und von „ Klimaskeptikern und -leugnern "" angeführt wird , denen dann in den weiteren Ausführungen jeder Zahn gezogen wird .";Self
1729;person;C2022;klimaskeptiker;"Die „ Falschdarstellungen von Klimaskeptikern "" haben gegen die Erkenntnisse aus vielen ( !";Self
1730;person;C2022;klimaskeptiker;""" Da Annalena Baerbock ( Grüne ) Klimaskeptiker aus Medien ausschließen will ( siehe ) , hiesse das im Klartext , dass diese voellig fehlgeleitete Person auch die wissenschaftlichen Arbeiten , die ich zuvor aufgelistet habe , verbieten lassen wuerde , auf denen sich die sog .";Self
1731;person;C2022;klimaskeptiker;Klimaskeptiker berufen koennen .;Self
1734;person;C2022;klimaskeptiker;Ich z.B . wurde nach Armin dem Cherusker benannt und versuche , dem diesem Namen * Innewohnenden Anspruch gerecht zu werden ( sonst wäre ich kein Klimaskeptiker ) .;Self
1735;person;C2022;klimaskeptiker;Ich z.B . wurde nach Armin dem Cherusker benannt und versuche , dem diesem Namen * Innewohnenden Anspruch gerecht zu werden ( sonst wäre ich kein Klimaskeptiker ) .;Self
1736;person;C2022;klimaskeptiker;Es ist höchste Zeit alle kritischen Kräfte auf einer gemeinsamen und vernetzten Plattform zu sammeln , damit die berechtigten und z.T . verzettelten Klimaskeptiker eine grosse Schlagkraft erhalten und noch glauwürdiger werden .;Self
1737;person;C2022;klimaskeptiker;"Da sieht man auch , daß die Behauptung „ % macht das CO2 "" und ähnlich platte Unterstellungen von Klimaskeptikern , von der Wissenschaft und damit dem IPCC nicht behauptet wird .";Self
1738;person;C2022;klimaskeptiker;"Darüber herrscht Konsens zwischen Klimarat IPCC und den meisten seiner Kritikern , die unsachgemäß als „ Klimaskeptiker "" in den Medien diffamiert werden .";Self
