,pattern,keyword,concept,origin
1356,klimarealist,"In seinem , den Ursachen des Klimawandels gewidmetem Kapitel , folgt der Autor im Wesentlichen der IPCC Linie , obwohl er auch manche Argumente der Klimarealisten aufführt .",person,C2022
1362,klimarealist,"In einer Rede zum Thema Klimawandel im House of Lords sprach der walisische ToryAbgeordnete über seine surreale Erfahrung bei einem Treffen mit zwei Herren von der Royal Society , von denen er sagte , dass sie die Aufgabe hatten , ihn und seine MitKlimarealisten Peter Lilley und John Redwood zu überreden , das Narrativ des vom Menschen verursachten Klimawandels mitzutragen .",person,C2022
1351,klimarealist,"Den Auftakt machte ein VideoGrußwort des politischen Anführers der Klimarealisten im US Kongress , Senator James Inhofe , der ausführte , dass nun die Zeit gekommen sei , die gesetzlichen Vorgaben , sei es durch die Umweltbehörde EPA verfügte , oder durch präsidiale Erlasse von Präsident Obama aufzuheben , weil die überaus teuren , für das Klima aber völlig wirkungslosen , mithin für die Bevölkerung und das Land nutzlosen Gesetze und Verordnungen , das Vertrauen zwischen Regierung und Regierten völlig zerstört hätten .",person,C2022
1331,klimarealist,"Wegen der genannten Probleme erhebt die Zusammenstellung keinen Anspruch auf Vollständigkeit . von Michael Limburg Servus tv ist seit langem der einzige deutschsprachige TV Sender , der es wagt einen Klimarealisten in eine öffentlich ausgestrahlte Talksendung zu holen .",person,C2022
1366,klimarealist,"Uns Klimarealisten ist das nicht neu , wir erklären die ständigen kleinen und größeren Klimaschwankungen mit vielerlei Gründen , die zusammenspielen , meistens aber mit der Sonne , der kosmischen Strahlung und dem dadurch hervorgerufen Bewölkungsgrad , bzw . der Sonnenscheindauer .",person,C2022
1334,klimarealist,"Radikale WassermelonenGrüne haben oft genug verkündet , dass sie am liebsten alle KlimaRealisten einsperren und verfolgen würden ob deren KlimaAbtrünnigkeit , vorzugsweise in politischen Schauprozessen wie jenen , die oftmals unter sozialistischen Diktaturen inszeniert worden waren , welche sie so bewundern .",person,C2022
1364,klimarealist,"Zukünftig werden wir Klimarealisten auch noch von den „ Eisheiligen "" aus Potsdam Unterstützung bekommen .",person,C2022
1335,klimarealist,"Nicht wenige der Klimarealisten , wie z.B . der KlimaInsider und ComputerKlimamodellExperte Dr .",person,C2022
1359,klimarealist,"Und schließlich , die ZehnerMilliarden Dollar , die während der letzten Jahre jährlich für die „ LasstEsImBoden "" -Kampagnen , für nationale und internationale Vorschriftengeber sowie Unternehmen erneuerbarer Energien ausgegeben worden waren , haben diesen enorme Anreize verschafft , die Pseudowissenschaft à la IPCC / EPA zu unterstützen - sowie Klimarealisten zu diffamieren und zum Schweigen zu bringen , welche der Vorgabe des „ vom Menschen verursachten katastrophalen Klimawandels "" nicht folgen .",person,C2022
1354,klimarealist,"Da diealarmistischen Wissenschaftler die direkte offene Diskussion mit Klimarealisten scheuen , wie der Teufel das Weihwasser , weil sie sicher wissen , dass sie jedeDebatte verlieren , wird keiner ihrer Vertreter zu einer solchen offenen Diskussion bereit sein .",person,C2022
1358,klimarealist,"] Wenn Klimarealisten in der EPA und anderen staatlichen Agenturen die Zügel übernehmen , sollte die TrumpRegierung sicherstellen , dass Steuergelder nicht weiter für eine noch alarmistischere Wissenschaft verschwendet werden sollten , die nur bemüht wird , um den Verschluss weiterer fossiler Treibstoffe zu rechtfertigen sowie die Ausweitung erneuerbarer Energie und Programme zur „ KohlenstoffAbscheidung "" .",person,C2022
1336,klimarealist,"Der gehört zu den „ Klimarealisten "" am AWI .",person,C2022
1526,klimaretter,"Ich würde es super finden wenn Silke Mikosch mit Ihrer BMW Maschine ins Studio from dust till down mäßig daher kommt um dann die Zuschauer als KLIMARETTERIN den Zuschauern erklären kann wie „ BÖSE "" CO2 doch ist .",person,C2022
1432,klimaretter,"Da macht sich eine Fassade als „ Klimaretter "" prima .",person,C2022
1461,klimaretter,Bald gibt es für die deutschen Klimaretter und Freitagshüpfer etwas zu feiern .,person,C2022
1410,klimaretter,Aber Klimaretter von EXTINCTION REBELLION nutzen auch diesen Fakt und schießen damit ein Eigentor .,person,C2022
1511,klimaretter,"Bisher hieß es : Bauern und Hirten im südlichen Sahel haben mit immer häufigeren , intensiveren Trockenzeiten zu kämpfen Vor drei Jahren meldete das Fließband für Klimaalarm - PIK - wie schlimm es am Südrand der Sahara und auch sonst in Afrika steht : KLIMARETTER.INFO , .",person,C2022
1529,klimaretter,Nicht so für die professionellen Klimaretter : Der globale Ausstoß von Kohlendioxid fiel um % .,person,C2022
1449,klimaretter,"Gäbe es nicht die Informationsseite zu Klima und Energie [ ] und einen EIKEUnterstützungsautor , der es sich zur Klimakasteiung ab und zu antut , dort hineinzusehen , hätten viele EIKELeser sicher nie etwas über diesen Meilenstein in der KlimaStadtertüchtigung erfahren : KLIMARETTER.INFO , .",person,C2022
1446,klimaretter,"Der Klimaretter nennt die Schwerpunkte von Lee : Er will stärker Wissenschaftler aus Entwicklungsländern einbinden und die Informationsbasis der Berichte auf die Wirtschaft , die Industrie und das Finanzwesen ausweiten .",person,C2022
1444,klimaretter,"Man kann daran erkennen , wie selbstverstärkend und selbstverliebt Klimaretter und Klimaleugner mit Nonsens umgehen .",person,C2022
1488,klimaretter,Natürlich werden die Klimaretter bei der Diktatur landen .,person,C2022
1503,klimaretter,"Wer mehr über die Debatte nachlesen will , sei auf die ausführliche Information bei Klimaretter verwiesen .",person,C2022
1477,klimaretter,"Die Klimaretter um USPräsident Obama fanden das Klima zu wichtig , um es der Demokratie zu überlassen .",person,C2022
1443,klimaretter,"Natürlich würde all dies wohlhabende und selbst ernannte KlimaRetter wie Al Gore und Leonardo DiCaprio nie davon abhalten , in Privatjets in der Weltgeschichte umherzufliegen , um Auszeichnungen einzuheimsen dafür , dass sie Flugreisen für Otto Normalverbraucher immer schwieriger machen .",person,C2022
1427,klimaretter,"Die Protagonisten sind die gleichen , wie beim Vorgänger „ Klimaretter "" .",person,C2022
1542,klimaretter,"Ein durchschlagender Erfolg und ein weiterer Beleg für den Größenwahnsinn , der unter deutschen Klimarettern zu grassieren scheint .",person,C2022
1409,klimaretter,"Die Bedrohung betrifft vor allem Weltkulturerbestätten im Mittelmeerraum Teil ( ) Ähnliches von einem Rechercheinstitut , welches von den nordbayerischen Nachrichten , der SZ und natürlich auch „ Klimaretter "" als vorbildlich gelobt wird .",person,C2022
1428,klimaretter,"Kemfert wieder dabei : Klimaretter , .",person,C2022
1445,klimaretter,"Hinweis : zusammenfassende Übersichten zu „ allerlei geplanten Experimenten der KlimaRetter "" : h i e r Anlagen : ( ) Puls.LP .",person,C2022
1540,klimaretter,"Der Schaden , den diese ROTGRÜNSCHWARZEN „ WeltKlimaRetter "" mit freundlicher Unterstützung der „ Qualitätsmedien "" anrichten , ist schon gigantisch : - Umweltzerstörung beim Abbau von Kobalt und Lithium - Sondermüll wird in rauen Mengen produziert ( Beton , Stahl , Verbundwerkstoffe usw . .",person,C2022
1544,klimaretter,"Das liegt daran , dass der gewissenlose Normalverbraucher für das gute Gewissen des Klimaretters mitbezahlt .",person,C2022
1534,klimaretter,Deshalb glauben die ja auch an Windmühlen als KLimaretter .,person,C2022
1501,klimaretter,"Jedoch weniger in wirklichen Daten : Wer jedoch einen „ Beleg "" möchte , dass es doch „ sinnvoll "" sein könnte , kann einen solchen bei KLIMARETTER in der von dieser Homepage gewohnten , überaus „ investigativen "" , gruseligen Art nachlesen : KLIMARETTER.INFO : [ ] : Der Jahresrückblick in Bildern … Auch ist wieder ein Jahr der traurigen Rekorde .",person,C2022
1471,klimaretter,"Natürlich berichtete nicht nur der BR [ ] , sondern auch „ Klimaretter "" damals darüber : Klimareporter : [ ] … Rund drei Millimeter steigt der Meeresspiegel derzeit pro Jahr .",person,C2022
1462,klimaretter,April : Klimaretter - Lebensretter .,person,C2022
1426,klimaretter,"Und auch nicht einer der vielen tausend ProfiKlimaretter schwingt sich in den Sattel , wenigstens um die Kalorien der vielen Häppchen wieder loszuwerden ?",person,C2022
1441,klimaretter,"Nicht nur müssen alte Ölheizungen durch „ Erneuerbare "" Quellen und Gasaggregate für Zehntausende Euros ersetzt werden ; nun können auch noch selbsternannte Klimaretter die Kosten des eigenen ElektroLuxusautos auf die Nachbarn abwälzen .",person,C2022
1416,klimaretter,"Eines lässt sich aber recht schnell feststellen : Dass die aktuell gemeldete Temperatur von C die höchste wäre , ist eine reine - durch überhaupt nichts begründbare - Vermutung von Klimaaktivisten und Klimaretter.Info Einvernehmlich und von der WMO anerkannt gilt das Jahr mit C als die heißeste mit einer Station gemessene Temperatur .",person,C2022
1515,klimaretter,"Müller von „ Klimaretter "" gegenübersitzt , der ebenfalls in Klimaalarmismus geschult ist ( KLIMARETTER.INFO .",person,C2022
1487,klimaretter,"Wie die Kommunisten die Geschichte , so durchschauen die Klimaretter das Klima , ein hochkomplexes Multifaktorensystem demagogisch auf ein paar einprägsame Slogans eindampfend .",person,C2022
1523,klimaretter,"Wir sterben zu fast Prozent an anderen Ursachen . ( siehe hier ) „ Klima- und Kohlenstofftote "" Wer ein rechter „ Klimaretter "" sein will , dem sind solche Zahlen egal .",person,C2022
1459,klimaretter,Aber warum lassen die Klimaretter das Problem von Berlin weg .,person,C2022
1497,klimaretter,"Die Stiftung Viamedica plant darüber hinaus auch einen nationalen KlimaretterTag und einen Preis für Klimaretter … „ Ärzte sollten FossilAusstieg fordern "" Unverhohlen plädiert der Präsident der Bundesärztekammer dann für Agitation und Politisierung des Gesunheitswesen .",person,C2022
1408,klimaretter,"Es interessiert nur wenige , weil die Stromwirtschaft mit Siemens voran aus „ Stromerzeugern "" „ CO2Klimaretter "" gemacht hat zur „ Systemrettung "" , s.a .",person,C2022
1457,klimaretter,"Ob dieses Vorgehen wirklich so richtungsweisend ist , wie es die Redaktion von Klimaretter darstellt , wagt der Autor zu bezweifeln .",person,C2022
1433,klimaretter,"Statt dieser Augenwischerei sollte die beiden dafür sorgen dass die Sozialstandards bei der Herstellung ihrer Produkte eingehalten werden ; aber da macht man lieber einen auf „ Klimaretter "" .",person,C2022
1486,klimaretter,Ich vergleiche die Klimaretter mit den Kommunisten .,person,C2022
1489,klimaretter,"Weshalb eigentlich sind ausgerechnet die Klimaretter , sind die Grünen und Grünliberalen so heiss auf den EURahmenvertrag ?",person,C2022
1508,klimaretter,"Zu den Lieblingsprojekten ahnungsloser Klimaretter gehört bekanntermaßen das Verbot von Wärmekraftmaschinen in Fahrzeugen , und so finden wir den Punkt natürlich auch in den grünen Vorschlägen .",person,C2022
1411,klimaretter,"Was sie aber nicht daran hinderte , mit ihrem alten Blog „ Klimaretter "" , bewusste Klimahysterie- und ÖkoenergiePropaganda , verbunden mit der Diffamierung von Kritikern zu führen [ ] .",person,C2022
1425,klimaretter,"ich habe dort mal einen Kommentar unter „ Matthias "" hinterlassen , die Antworten folgten prompt.Da die Kommentare bei Klimaretter sofort online gestellt werden nehme ich stark an , das die Antworten von einen diensthabenden Redakteur stammen.Selbst zu Nachtsschlafender Zeit wird geantwortet oder gelöscht !",person,C2022
1460,klimaretter,Klimaretter sind Märchenerzähler .,person,C2022
1429,klimaretter,"November : Steigender Meeresspiegel Land unter [ ] Klimaretter , .",person,C2022
1505,klimaretter,Klimaretter berichtete am .,person,C2022
1535,klimaretter,"Handelt es sich aber , wie bei der Propaganda für die Durchhaltung eines Krieges , darum , ein ganzes Volk in ihren Wirkungskreis zu ziehen , so kann die Vorsicht bei der Vermeidung zu hoher geistiger Voraussetzungen gar nicht groß genug sein … "" ( … ) Würde mich interssieren , nach welchen Maßgaben rezente Sozialisten , Gesellschaftsmodellierer , Kriegstreiber , Klimaretter und Apologeten der großen Transformation ihre Propaganda kreieren ?",person,C2022
1495,klimaretter,"März : [ ] Ärzte sollten FossilAusstieg fordern Dabei geht es um das Projekt „ KLIMARETTER - LEBENSRETTER "" , dessen Schirmherr der Präsidenten der Bundesärztekammer ist .",person,C2022
1484,klimaretter,"; - ) ) Hauptantrieb ist aber der eigene Arbeitsplatz und wenn der grünbraune Chefredakteur sich eben als Klimaretter sieht , wird so geschrieben .",person,C2022
1478,klimaretter,"So umkurven die Klimaretter die Demokratie : Sie schaffen an ihren internationalen Konferenzen Pseudorecht , das sie im Inland als Druckmittel benützen , um die gewünschten Gesetze herbeizuhebeln .",person,C2022
1524,klimaretter,"Dezember war von ihr zur Kernkraft dies zu vernehmen : „ Gerade in Zeiten , in denen Einzelne die Atomkraft als vermeintlichen Klimaretter propagieren , ist es wichtig zu betonen : von Dr .",person,C2022
1417,klimaretter,"Es ist deshalb vollkommen unverständlich , wie Klimaretter.Info auf die Idee kommt , alleine weil jemand „ davon spricht "" und ein Klimaaktivist twittert , diese Messung vom Juli als Temperaturrekord zu melden .",person,C2022
1499,klimaretter,Projekthomepage : Klimaretter - Lebensretter [ ] EIKE : Klimaleugner befinden sich in der ersten Phase der Klimatraumatisierung [ ] EIKE : Ärzte brauchen auf den Klimawandel medizinische Antworten [ ] EIKE : Beeinflussungen durch Starkregen nehmen in Deutschland nicht zu .,person,C2022
1509,klimaretter,Man sollte den Klimarettern das noch mal erklären … mit dem britischen Humor und so .,person,C2022
1482,klimaretter,"Während bei uns eine an fachlicher Unkenntnis kaum mehr überbietbare Umweltministerin alles gutheißt , was ihre KlimaHysteriebedingte Seelenpein entlastet [ ] [ ] und unser Bundespräsident ( vorwiegend auf Deutschlands Kosten ) als „ Klimaretter "" brilliert [ ] , regt sich in einem fernen Land inzwischen ( langsam ) Widerstand gegen die Anmaßungen der NGOs und internationaler Organisationen : [ ] EIKE : USHersteller wehren sich gegen die Strategien der Umweltaktivisten Wohl , weil es offiziell keine Gewinner geben darf Ein jüngst erschienener Artikel bietet dazu Hintergründe .",person,C2022
1424,klimaretter,"Juli : Hitzerekorde am Wochenende Ich habe bei Klimaretter zum besagten Artikel Kommentare geschrieben.Auch deshalb weil im Artikel der Rekord von Death Valley schon gemessen wurde , nicht wie angegeben .",person,C2022
1451,klimaretter,"Nachdem die „ Alten "" jedoch entgegen den Angaben von Klimaretter weiterhin vorwiegend bei Kälte sterben : EIKE : Ruhestand im Süden kann tödlich sein - Wetterdienst glaubt Klimawandel tötet alte Menschen ist auch das positiv und erspart sicher einigen Senioren , in den warmen Süden ziehen zu wollen , wo sie nach der KlimawandelZunft unweigerlich an Hitze noch frühzeitiger zu sterben hätten .",person,C2022
1520,klimaretter,"Während der Artikel auf „ Klimaretter "" nach dem Überfliegen ohne Gedächtnishaftung beim üblichen KlimaPropagandamüll verschwindet , bietet der von P .",person,C2022
1413,klimaretter,"So ist es auch kein Zufall , dass dieselben Kreise sich jetzt um die Überhitzung der Erde kümmern , mit immer dem gleichen Ergebnis : Sie verkünden dem einfachen Volk , wie es seine Lebensgewohnheiten einschränken muss , um dann in ihrer Privatmaschine zum nächsten „ Nachhaltigkeitstreffen "" der Klimaretter zu jetten .",person,C2022
1434,klimaretter,Warum sollen sich nur die EESäcke dumm und dämlich verdienen … . . dat kann ick ooch … . und darf mir so ganz nebenbei das grüne Banner des Weltklimaretters werbegünstig um den Hals hängen .,person,C2022
1545,klimaretterin,"Ich würde es super finden wenn Silke Mikosch mit Ihrer BMW Maschine ins Studio from dust till down mäßig daher kommt um dann die Zuschauer als KLIMARETTERIN den Zuschauern erklären kann wie „ BÖSE "" CO2 doch ist .",person,C2022
1546,klimaretterin,Fahren Sie etwa auch Motorrad wie die Klimaretterin Silke Mikosch ?,person,C2022
1617,klimaschiff,"Abweichung Temperatur und Niederschlag ich wünsche allen ein gute neues Jahr MfG Ketterer Die Ratten des Schwindels verlassen das sinkende „ Klimaschiff der Mittelwerte über Jahre "" und versuchen die Flucht in die Extremwerte des täglichen Wetters . - Für diese hektisch agierenden Betrüger gilt ( wie schon im „ tausendjährigen Reich "" ) : „ Der eingepflanzte Glaube an den Endsieg ist heilig .",person,C2022
1650,klimaschwindler,"Marc streifte sich die Uniform eines Schiffsführers über und hieß „ KlimaSchwindler "" aller Couleur an Bord des „ mit Diesel angetriebenen KlimaPropagandaSchiffs "" willkommen .",person,C2022
1647,klimaschwindler,"Außer in Deutschland , hier geht man den falschen Weg , werden nach und nach die Kraftwerke älterer Generationen verschwinden , was auch die Argumente der „ Klimaschwindler "" zunichtemachen würde .",person,C2022
1648,klimaschwindler,"Außer in Deutschland , hier geht man den falschen Weg , werden nach und nach die Kraftwerke älterer Generationen verschwinden , was auch die Argumente der „ Klimaschwindler "" zunichtemachen würde .",person,C2022
1655,klimasektierer,Und da faseln diese Klimasektierer von nur noch Jahren zum Überleben .,person,C2022
1712,klimaskeptiker,"Nicht einmal der Klimaskeptiker Roy Spencer kann vor Ihren Augen bestehen , da er nicht in das gleiche hirnlose Horn tutet wie Sie .",person,C2022
1780,klimaskeptiker,"Ökoaktivisten werfen Klimaskeptikern gerne vor , ihr Geld auf dem Rücken der Umwelt zu verdienen oder von der ErdölLobby geschmiert zu sein .",person,C2022
1731,klimaskeptiker,Klimaskeptiker berufen koennen .,person,C2022
1772,klimaskeptiker,"Sie haben behauptet , das sei reine Propaganda , die von wenigen Klimaskeptikern erlogen sei .",person,C2022
1703,klimaskeptiker,"Diesmal das Beispiel nicht aus der SZ , sondern vom Pendant im Norden , dem Berliner Tagesspiegel : [ ] Der Tagesspiegel , SINAN RECBER ( Journalist Umwelt & Wirtschaft Psychologie ) : Studie widerlegt Argument der Klimaskeptiker Prozent der Erde werden wärmer Manche Menschen leugnen , dass der Klimawandel durch den Menschen verursacht wird .",person,C2022
1737,klimaskeptiker,"Da sieht man auch , daß die Behauptung „ % macht das CO2 "" und ähnlich platte Unterstellungen von Klimaskeptikern , von der Wissenschaft und damit dem IPCC nicht behauptet wird .",person,C2022
1708,klimaskeptiker,"Aber die Klimaskeptiker waren mit ihrer Aktion fertig und schon weg , als die Polizei anrückte .",person,C2022
1775,klimaskeptiker,"„ Den Wissenschaftlern "" pauschal zu unterstellen , sie hätten in den 70er Jahren eine Eiszeit prophezeit , ist reine Propaganda der Klimaskeptiker , von einigen wenigen erlogen und von der Masse der unbedarften Klimaskeptiker dann brav nachgeblökt .",person,C2022
1671,klimaskeptiker,"Rahmstorf kann zwar erklären , warum alle KlimaSkeptiker falsch liegen .",person,C2022
1685,klimaskeptiker,"Das liege an der Hartnäckigkeit der Klimaskeptiker , die die pseudowissenschaftliche Grundlage des angeblich menschenverursachten Klimawandels aufgezeigt haben .",person,C2022
1754,klimaskeptiker,"Michael Schnell und Hermann Harde Die Frage , ob Treibhausgase durch ihre bloße Existenz zur Erwärmung der Erde beitragen , spaltet KlimaSkeptiker in zwei Lager , von denen die eine Gruppe einen Einfluss von infrarotaktiven Gasen auf unser Klima grundsätzlich anerkennt , während die andere Gruppe solch einen Einfluss bestreitet und damit die Existenz eines atmosphärischen Treibhauseffektes anzweifelt .",person,C2022
1736,klimaskeptiker,"Es ist höchste Zeit alle kritischen Kräfte auf einer gemeinsamen und vernetzten Plattform zu sammeln , damit die berechtigten und z.T . verzettelten Klimaskeptiker eine grosse Schlagkraft erhalten und noch glauwürdiger werden .",person,C2022
1735,klimaskeptiker,"Ich z.B . wurde nach Armin dem Cherusker benannt und versuche , dem diesem Namen * Innewohnenden Anspruch gerecht zu werden ( sonst wäre ich kein Klimaskeptiker ) .",person,C2022
1670,klimaskeptiker,"Ich will auch keineswegs unterstellen , dass er seine im Verhältnis zu den nichtbeamteten Wissenschaftskollegen karge Professorenpension aufzubessern geneigt ist , was ihm und seinen Klimaskeptikern ja durch die losgetretene Diskussion ganz gut gelungen zu sein scheint .",person,C2022
1756,klimaskeptiker,"Viele Klimaskeptiker glauben , dass „ Klimaleugner "" ein Versuch ist , das Konzept der Hinterfragung des Kosens ' mit der „ HolocaustLeugnung "" zu verknüpfen .",person,C2022
1709,klimaskeptiker,"Sie sind ein hoffnungsloser Fall von Grüngläubigkeit … „ S.Hader , dessen Parallelwelt aus einer geregelten Arbeit und realen Kontakten und Gesprächen mit realen Menschen unterschiedlichster sozialer Herkunft besteht "" Herr Hader , sie haben mir selbst mehrfach erzählt , dass sie keine Klimaskeptiker und PegidaDemonstranden persönlich kennen , also keinen Bezug zu Andersdenkenden haben … … .",person,C2022
1728,klimaskeptiker,"Auf der verlinkten Seite „ Pause der globalen Erwärmung "" lerne ich , dass diese Pause „ vermeintlich "" ist und von „ Klimaskeptikern und -leugnern "" angeführt wird , denen dann in den weiteren Ausführungen jeder Zahn gezogen wird .",person,C2022
1742,klimaskeptiker,"A . dafür Klimaskeptikern den Mund zu verbieten ( z.B . hier und hier ) dass der MAK- oder inzwischen Arbeitsplatzgrenzwert , nicht für Büroräume gelte .",person,C2022
1700,klimaskeptiker,Die meisten Klimatologen und Klimaskeptiker postulieren niedrigere Werte ( 1040 % ) .,person,C2022
1672,klimaskeptiker,"„ Klimaskeptiker "" ( Die Bezeichnung ist unsinnig , man kann nicht gegen etwas Existierendes skeptisch sein .",person,C2022
1724,klimaskeptiker,"Zum Thema Klimadiskussion ist die bedeutendste Revision der Ersatz des Begriffs „ Klimaskeptiker "" durch „ KlimaLeugner "" .",person,C2022
1686,klimaskeptiker,"Das liege an der Hartnäckigkeit der Klimaskeptiker , die die pseudowissenschaftliche Grundlage des angeblich menschenverursachten Klimawandels aufgezeigt haben .",person,C2022
1664,klimaskeptiker,"Meine Kritik an „ Klimaskeptiker "" -Autoren wie Ihnen ist die selektive Wahrnehmung : was Ihnen ins Konzept passt , wird wie ein definitives Faktum präsentiert , egal wie wenig wissenschaftlich gesichert es ist ; anderes lehnen sie einfach rundheraus ab , obwohl es von der breiten Fachcommunity allgemein akzeptiert wird , weil die Belege dafür solide und vielfältig sind .",person,C2022
1757,klimaskeptiker,"Um nun auch Klimaskeptikern und den der bitteren Klimadiskussion Überdrüssigen ein Vokabular zum Mitreden zu bieten , und nebenher auch mal etwas der Sprachlust zu fröhnen und sich an der Satire als Selbstverteidigung zu vergnügen , sei hier eine hintersinnig aphoristische Erweiterung der KlimaLeidtsilbe - alphabetisch sortiert - angeboten , in der auch die gegenüber der Klimadramatik kritisch Eingestellte ein passendes Ausdrucksmittel finden könnten ( Immerhin - Besser bissig als böse ) . - Ist es nicht auch ganz im Sinne der Klimaverängstigten , an jeder denkbaren Stelle ihren heiligen Inbegriff , „ das Klima auf die Spitze getrieben zu sehen "" ?",person,C2022
1665,klimaskeptiker,"Die alten Energien und Klimaskeptiker gingen nicht kampflos vom Platz , sondern nutzten Propaganda und „ Fake News "" , um die öffentliche Meinung umzupolen .",person,C2022
1717,klimaskeptiker,"Abgesehen davon steht er natürlich auch im Widerspruch zu der großen Gruppe der Klimaskeptiker hier , die ständig etwas von Abkühlung faseln und die tatsächlich zu beobachtende Erwärmung - von der auch Roy Spencer ausgeht - einfach leugnen .",person,C2022
1746,klimaskeptiker,"Die Psychologie der „ Klimaleugner "" - Teil II Vor kurzem begann ich eine kleine Reihe über die Strategien zur „ psychologischen "" Diffamierung von Klimaskeptikern , die ich mit diesem Artikel fortsetze .",person,C2022
1668,klimaskeptiker,"Dies umso mehr , als die sogenannten „ Klimaskeptiker "" ( zu denen ich auch zähle ) den Kampf „ bergauf "" führen , d.h . sie stehen von vorneherein unter besonderem Beweisdruck .",person,C2022
1751,klimaskeptiker,' ' Academic ayatollahs ' seek ' a roundup of skeptical scientists ' Öffentlich zurSchaustellen stellen von Klimaskeptikern : Akademische Ayatollahs suchen die Aushebung skeptischer Wissenschaftler .,person,C2022
1740,klimaskeptiker,Die Reaktion der Klimaskeptiker ließ nicht lange auf sich warten .,person,C2022
1697,klimaskeptiker,Der Autor outet sich dabei als entschiedener AGWAnhänger : BrexitKampagne wird von Klimaskeptikern dominiert Führende Vertreter der ProBrexitKampagne haben Verbindungen zu kontroversen klimaskeptischen Denkfabriken und stellen die Wissenschaft hinter der globalen Erwärmung in Frage .,person,C2022
1692,klimaskeptiker,"Für mich gilt ; alles , was ich in der UmleitungsBewegung und den Subventionen der Steuerzahler erkenne , ist eine großartige Gelegenheit für Contrarians , das heißt Klimaskeptiker .",person,C2022
1699,klimaskeptiker,"Vereinfacht ausgedrückt , der angenommene Wert der CO2Klimasensivität ist der zentrale und wichtigste Punkt der gesamten Diskussion und Auseinandersetzung zwischen den KlimaAlarmisten und KlimaSkeptikern .",person,C2022
1682,klimaskeptiker,"Teil : Ein britischer Akademiker , nämlich der JuraProfessor Philippe Sands , will vor dem Internationalen Gerichtshof erreichen , dass dieser alle Klimaskeptiker als Unrecht habend erklärt - ein für allemal .",person,C2022
1759,klimaskeptiker,Das ist ja offensichtlich - zum Ärger der Klimaskeptiker - die Mehrheit .,person,C2022
1758,klimaskeptiker,"Dann kommt noch dazu , daß Sie natürlich nicht die Wissenschaftler von Rang unterschlagen dürfen , die nicht zu den Klimaskeptikern zählen .",person,C2022
1675,klimaskeptiker,"Allerdings gibt es da einen kleinen Haken ; um Sie tatsächlich als MoPK zu verehren zu können , wäre ein überzeugender Beweis Ihrer Kenntnis physikalischer Grundkenntnisse Ihrerseits eine unschätzbare Hilfe , weil wir Klimaskeptiker „ allesamt "" , wie Sie so schön sagen mit unserem physikalischen Schwachsinn und mehr , einfach nichts schnallen .",person,C2022
1783,klimaskeptiker,"Die Global Warming Policy Foundation , ein britischer Thinktank von Klimaskeptikern , gab Ende zu bedenken : « Eisbohrkerne sind nicht die einzigen Quellen , die Aufschluss über den präindustriellen CO2Gehalt geben .",person,C2022
1723,klimaskeptiker,Trump beruft prominenten Klimaskeptiker zum Chef der EPA ( hier ) Feiert !,person,C2022
1718,klimaskeptiker,"Ich fänds schade , weil ich nichts gegen Sie persönlich habe und mit einigen Klimaskeptikern im persönlichen Mailkontakt gut zurecht komme .",person,C2022
1770,klimaskeptiker,"Sieht also ganz danach aus , als hätten die Klimaskeptiker einen weiteren Verbündeten verloren . wie wäre es mal mit Primärliteratur zum Global Cooling ?",person,C2022
1749,klimaskeptiker,"Zwanzig Klimawissenschaftler , darunter Top UN Wissenschaftler , fordern eine Untersuchung nach RICO der Klimaskeptiker in einem Brief an Obama „ Es soll eine RICO Untersuchung von Unternehmen und anderen Organisationen stattfinden , die das amerikanische Volk wissentlich getäuscht haben , über die Risiken des Klimawandels , als Mittel , um Amerikas Reaktion auf den Klimawandel zu verhindern .",person,C2022
1761,klimaskeptiker,"Der eigentliche Konflikt passiert jedoch , wenn Klimaskeptiker versuchen , wissenschaftliche Erkenntnisse als subjektive Meinung von Wissenschaftlern darzustellen und den dahinter liegenden wissenschaftlichen Erkennnisprozeß einfach unterschlagen , verumglimpfen oder verleugnen .",person,C2022
1729,klimaskeptiker,"Die „ Falschdarstellungen von Klimaskeptikern "" haben gegen die Erkenntnisse aus vielen ( !",person,C2022
1734,klimaskeptiker,"Ich z.B . wurde nach Armin dem Cherusker benannt und versuche , dem diesem Namen * Innewohnenden Anspruch gerecht zu werden ( sonst wäre ich kein Klimaskeptiker ) .",person,C2022
1720,klimaskeptiker,Wird jetzt sogar von der UN aus mit dem Nazivorwurf Jagd auf Klimaskeptiker gemacht ?,person,C2022
1722,klimaskeptiker,"Falls Klimaskeptiker sich Sorgen gemacht haben bzgl . eines Treffens mit dem ehemaligen Vizepräsidenten Al Gore , bringt die Entscheidung pro Pruitt die Erleichterung .",person,C2022
1701,klimaskeptiker,"Für die Behauptung Herrn Baeckers , er sei „ Wissenschaftler "" müßte Herr Heinzow einen seiner TrolloPreise stiften … Mit besten Grüßen übrigens ist die Behauptung , daß IPCC , PIK , Klimsschutzpolitiker etc . behaupten würden , Klimawandel würde % durch CO2 gesteuert , ja nur eine Unterstellung aus dem Lager der Klimaskeptiker .",person,C2022
1667,klimaskeptiker,Auf NDR Info durfte er im Radio mit zwei weiteren KlimaalarmVertretern über die Klimaskeptiker herziehen .,person,C2022
