original,second_part,noun_forms,lemma,genus,compound_forms,PERS_pro,ORG_pro,PERS_con,ORG_con,pro_mods,con_mods,bert,blob,related_words,hypernyms,roots,en_hypernyms,concept,definition,path,wup,stem_cistem,stem_porter,stem_lancaster,stem_snowball,share_cistem,share_porter,share_lancaster,share_snowball,dist_stemmer,similar_words,bert_related,blob_related,manual_sentiment,pro_attr,con_attr,pro_sarcasm,con_sarcasm,tf_pro,tf_con,tfidf_pro,tfidf_con,pro_colls,con_colls,tf_pro,tf_con,tfidf_pro,tfidf_con,pro_updated,con_updated,tfidf_pro,tfidf_con
klimaargument,argument,"['argumenten', 'argument', 'arguments', 'argumentes', 'argumente']",argument,n,"['klimaargumenten', 'klimaargument', 'klimaarguments', 'klimaargumentes', 'klimaargumente']",,,[],['EIKE'],,[],negative,0.0,"['Argument', 'Grund', 'Beweisgrund', 'Prämisse', 'Beweis', 'Beleg', 'Begründung']",[],[],"['rational motive', 'motive', 'motivation', 'need', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,['ein rationaler Beweggrund für eine Überzeugung oder eine Handlung'],[],[],argum,argument,argu,argument,,,,,,[],negative,0.0,neutral,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimaarmageddon,armageddon,"['armageddons', 'armageddon']",armageddon,n,"['klimaarmageddons', 'klimaarmageddon']",,,"['James Hansen', 'Barack Obama']",['The Guardian'],,[],negative,0.0,"['Waterloo', 'Armageddon', 'Super-GAU', 'Desaster', 'Katastrophe', 'Apokalypse', 'Zusammenbruch', 'Inferno', 'Harmageddon', 'Abaddon', 'Untergang', 'Havarie', 'Ende', 'Verderben', 'Har-Magedon', 'Unglück', 'Abgrund', 'Harmagedon']","['Gesicht', 'Illusion', 'Täuschung', 'Hallu', 'Wahnbild', 'Phantom', 'Butterland', 'Wahnvorstellung', 'Trugbild', 'Geisterbild', 'Vision', 'Offenbarung', 'Erscheinung', 'Einbildung', 'Selbsttäuschung', 'Sinnestäuschung', 'Hirngespinst', 'Halluzination', 'reizunabhängige Sinneswahrnehmung', 'Fata Morgana']","['Offenbarung', 'Erscheinung', 'Phantom', 'Hirngespinst', 'Einbildung', 'Sinnestäuschung', 'Trugbild', 'Selbsttäuschung', 'Täuschung', 'Wahnvorstellung', 'Halluzination', 'Gesicht', 'Fata Morgana', 'Butterland', 'Illusion', 'Vision', 'Wahnbild', 'Hallu', 'Geisterbild', 'reizunabhängige Sinneswahrnehmung']","['state', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['Visionäre Beschreibung eines Zustandes, in dem die Welt nicht weiter besteht.', 'eine Handlung, die katastrophale Folgen hat', 'jede katastrophal zerstörerische Schlacht']","['apokalypse', 'untergang']","['apokalypse', 'untergang']",armageddo,armageddon,armageddon,armageddon,,,,,,"['apokalypse', 'untergang']",negative,-0.05555555555555555,negative,,,,0.0,0,3,,0.0331378774723968,,,0,3,,0.0331378774723968,,3,,0.0331378774723968
klimaasyl,asyl,"['asylen', 'asyle', 'asyl', 'asyls']",asyl,n,"['klimaasylen', 'klimaasyle', 'klimaasyl', 'klimaasyls']",,"['FFF', 'Scientists For Future', 'Visual Crossing']",,,[],,positive,0.0,"['Zufluchtsort', 'Asyl', 'Schutzort', 'Fluchtpunkt', 'Zuflucht', 'Wohnheim', 'Zufluchtsstätte', 'Sammelunterkunft']",[],[],"['area', 'country', 'region', 'location', 'physical object', 'object', 'physical entity', 'entity']",location,"['ein sicherer Ort', 'ein Studentenwohnheim']",[],[],asyl,asyl,asyl,asyl,,,,,,[],positive,0.0,neutral,,,0.0,,1,0,0.0,,,,1,0,0.0,,1,,0.0,
klimaaufschrei,aufschrei,"['aufschreie', 'aufschreies', 'aufschreis', 'aufschreien', 'aufschrei']",aufschrei,m,"['klimaaufschreie', 'klimaaufschreies', 'klimaaufschreis', 'klimaaufschreien', 'klimaaufschrei']",,['FFF'],,,['toll'],,negative,0.0,[],[],[],,action,[],[],[],aufschrei,aufschrei,aufschre,aufschrei,,,,,"['aufschrei', 'geschrei']","['aufschrei', 'geschrei']",negative,0.0,negative,,,0.0,,1,0,0.0,,,,1,0,0.0,,1,,0.0,
klimaaufstand,aufstand,"['aufstand', 'aufstandes', 'aufstande', 'aufstands', 'aufständen', 'aufstände']",aufstand,m,"['klimaaufstand', 'klimaaufstandes', 'klimaaufstande', 'klimaaufstands', 'klimaaufständen', 'klimaaufstände']",,,[],['WBGU'],,[],negative,0.0,"['Massenunruhen', 'Welle', 'Lärm', 'Bohei', 'Krawall', 'Rabatz', 'unnötiger Aufwand', 'Revolte', 'viel Aufhebens', 'Terz', 'Gedöns', 'Meuterei', 'Protestaktionen', 'Aufstand', 'Tumult', 'Theater', 'Buhei', 'Tullus', 'Proteste', 'Aufwiegelung', 'Brimborium', 'Unruhe', 'Massenaufstand', 'Aufstand der Massen', 'Aufheben', 'unnötige Aufmerksamkeit', 'Randale', 'Spektakel', 'bürgerkriegsähnliche Zustände', 'Rebellion', 'Ausschreitung', 'Gewese', 'Massenproteste', 'Trara', 'Aufruhr']","['Hetze', 'Aufwiegelung', 'Revolte', 'Meuterei', 'Aufstand', 'Aufruhr', 'Rebellion', 'Agitation']","['Aufstand', 'Aufruhr', 'Rebellion', 'Aufwiegelung', 'Meuterei', 'Revolte', 'Hetze', 'Agitation']","['disturbance', 'movement', 'motility', 'move', 'motion', 'change', 'action', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['Unruhen, meist aus Protest', 'ein wütender Streit', 'gekennzeichnet durch Nervosität und schnelles Erschrecken', 'das Fehlen einer vorhersehbaren Ordnung oder eines Plans']",[],[],aufsta,aufstand,aufstand,aufstand,,,,,,[],negative,0.0,negative,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimabankrott,bankrott,"['bankrotte', 'bankrottes', 'bankrotten', 'bankrotts', 'bankrott']",bankrott,m,"['klimabankrotte', 'klimabankrottes', 'klimabankrotten', 'klimabankrotts', 'klimabankrott']",,,,,,,negative,-0.7,"['Zahlungsunfähigkeit', 'Konkursfall', 'Bankrottfall', 'Bankrott', 'Zahlungseinstellung', 'Pleite', 'Illiquidität', 'Insolvenz', 'Ruin', 'Konkurs']",[],[],"['insolvency', 'financial condition', 'condition', 'status', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['Unfähigkeit, alle Ihre Schulden bei Fälligkeit zu begleichen']",[],[],bankrott,bankrott,bankrot,bankrott,,,,,,[],negative,-0.13999999999999999,negative,,,,,0,1,,0.0,,,0,1,,0.0,,,,0.0
klimabeeinflussung,beeinflussung,"['beeinflussung', 'beeinflussungen']",beeinflussung,f,"['klimabeeinflussung', 'klimabeeinflussungen']",,,[],['NOAA'],,['anthropogen'],negative,0.0,"['Quintessenz', 'Effekt', 'Verfälschung', 'Ausgang', 'Überlagerung', 'Suggestion', 'Herbeiführung', 'Beeinflussung', 'Interferenz', 'Hervorbringung', 'Fazit', 'Wirkung', 'Konsequenz', 'Folge', 'Folgeerscheinung', 'Überschneidung', 'Beeinträchtigung', 'Einfluss', 'Ergebnis', 'Verbrämung', 'Auswirkung', 'Reaktion', 'Ausfluss', 'Feststellung', 'Rückwirkung', 'Endergebnis', 'Wechselwirkung', 'Befund', 'Verschleierung', 'Einflüstern', 'Resultat', 'Manipulation', 'Nahelegung', 'Nachwirkung']","['Quintessenz', 'Verteilung', 'Effekt', 'Ausgang', 'Herbeiführung', 'Beeinflussung', 'Hervorbringung', 'Zuweisung', 'Fazit', 'Wirkung', 'Konsequenz', 'Folge', 'Folgeerscheinung', 'Einfluss', 'Ergebnis', 'Zuordnung', 'Auswirkung', 'Ausfluss', 'Reaktion', 'Feststellung', 'Verbreitung', 'Rückwirkung', 'Endergebnis', 'Auskehrung', 'Befund', 'Resultat', 'Nachwirkung']","['Verbreitung', 'Verteilung', 'Zuordnung', 'Auskehrung', 'Zuweisung', 'Ergebnis', 'Ausgang', 'Wirkung', 'Auswirkung', 'Effekt', 'Folgeerscheinung', 'Konsequenz', 'Ausfluss', 'Folge', 'Nachwirkung', 'Einfluss', 'Reaktion', 'Rückwirkung', 'Hervorbringung', 'Beeinflussung', 'Endergebnis', 'Fazit', 'Resultat', 'Quintessenz', 'Feststellung', 'Befund', 'Herbeiführung']","['phenomenon', 'process', 'physical process', 'physical entity', 'entity']",action,"['Folgen, Konsequenzen einer Handlung oder Unterlassung', 'die Vermischung mit Fremdstoffen; das Produkt der Verfälschung', 'das Eintreten einer Veränderung zum Schlechteren', 'der Akt der Herbeiführung von Hypnose']",[],[],beeinflussung,beeinflussung,beeinflussung,beeinfluss,,,,,,[],negative,0.0,negative,,,,0.0,0,2,,0.0156966951518003,,,0,2,,0.0156966951518003,,2,,0.0156966951518003
klimabefürworter,befürworter,"['befürwortern', 'befürworter', 'befürworters']",befürworter,m,"['klimabefürwortern', 'klimabefürworter', 'klimabefürworters']",,,"['Stuart Agnew', 'Andreas Demmig', 'Donald Trump']","['Europaparlament', 'EIKE', 'Europäischen Kommission', 'Europäischen Volkspartei', 'The Daily Caller']",,['Pariser'],negative,0.0,"['Befürworter', 'Apologet', 'Fürsprecher', 'Anwalt', 'Vertreter', 'Verfechter', 'Verteidiger']","['jemand', 'jeder beliebige', 'irgendjemand']","['jemand', 'irgendjemand', 'jeder beliebige']","['fighter', 'scrapper', 'combatant', 'belligerent', 'battler', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'fighter', 'scrapper', 'combatant', 'belligerent', 'battler', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['ein Kämpfer, der einem Angriff standhält']",[],[],befurwor,befürwort,befürwort,befurwort,,,,,,[],negative,0.0,neutral,,{'External'},,0.0,0,2,,0.0156966951518003,,,0,2,,0.0156966951518003,,2,,0.0156966951518003
klimabesoffenheit,besoffenheit,['besoffenheit'],besoffenheit,f,['klimabesoffenheit'],,,[],[],,[],negative,0.0,[],[],[],,abstraction,[],[],[],besoffenhei,besoffenheit,besoffenheit,besoff,,,,,,[],negative,0.0,negative,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimabesorgnis,besorgnis,"['besorgnis', 'besorgnissen', 'besorgnisse']",besorgnis,f,"['klimabesorgnis', 'klimabesorgnissen', 'klimabesorgnisse']",,,[],[],,"['hochgepeitscht', 'inzwischen']",negative,0.0,"['Gedanken', 'Besorgnis', 'Unausgeglichenheit', 'Missbehagen', 'Unruhe', 'Vorahnung', 'Unbehagen', 'Vorgefühl', 'Sorge', 'Befürchtung', 'Gefühl', 'Ahnung']",[],[],"['expectation', 'outlook', 'prospect', 'belief', 'content', 'mental object', 'cognitive content', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,"['schmerzliche Erwartung', 'ein Gefühl der übermäßigen Sorge']",[],[],besorgni,besorgni,besorgn,besorgnis,,,,,,[],negative,0.0,negative,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimabetrug,betrug,"['betrüge', 'betruge', 'betrugs', 'betrug', 'betruges', 'betrügen']",betrug,m,"['klimabetrüge', 'klimabetruge', 'klimabetrugs', 'klimabetrug', 'klimabetruges', 'klimabetrügen']",,,"['Barack Obama', 'James Delingpole', 'Greta Thunberg']",['UN'],,"['durchgepeitscht', 'fingiert', 'unmöglich', 'gefährlichst']",negative,0.0,"['Ehebruch', 'Beschiss', 'Gaunerei', 'Täuschung', 'krumme Tour', 'Nepp', 'Betrügerei', 'Beschmu', 'abgekartete Sache', 'Bauernfängerei', 'Schmu', 'Treulosigkeit', 'Rosstäuscherei', 'Betrug', 'Mauschelei', 'Schummelei', 'Etikettenschwindel', 'Abzocke', 'abgekartetes Spiel', 'Fremdgehen', 'Hochstapelei', 'Untreue', 'Seitensprung', 'Trickserei', 'Schwindel', 'Manipulation', 'Fraud']","['strafbare Handlung', 'Rauheit', 'Untat', 'krimineller Akt', 'Straftat', 'Härte', 'Delikt', 'illegale Handlung', 'Unrechtstat', 'Verbrechen']","['Liegenschaft', 'Grundbesitz', 'Landbesitz', 'Handlung', 'Operation', 'Aktion', 'Tat', 'Unglück', 'Verhängnis', 'Unheil', 'Fluch', 'Geißel', 'Unstern', 'Unsegen']","['fraud', 'criminal offence', 'law-breaking', 'criminal offense', 'crime', 'offence', 'offense', 'transgression', 'evildoing', 'wrongdoing', 'misconduct', 'wrongful conduct', 'actus reus', 'activity', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['der Akt der Täuschung durch eine betrügerische Handlung', 'der Akt der Täuschung', 'die Eigenschaft, betrügerisch zu sein']",[],['verbrechen'],betrug,betrug,betrug,betrug,"['betrug', 'betrüger']",,,"['betrug', 'betrüger']",,"['verbrechen', 'betrug', 'betrüger']",negative,-0.025925925925925925,negative,,,,0.0,0,7,,0.0835479795360641,,,0,7,,0.0835479795360641,,6,,0.0835479795360641
klimabetrüger,betrüger,"['betrügern', 'betrüger', 'betrügers']",betrüger,m,"['klimabetrügern', 'klimabetrüger', 'klimabetrügers']",,,[],[],,[],negative,0.0,"['Hochstapler', 'Windei', 'Nepper', 'Bauernfänger', 'Rosstäuscher', 'Falschspieler', 'Scharlatan', 'Abzocker', 'Betrüger', 'Schwindler', 'schwarzes Schaf']",[],[],"['chiseler', 'gouger', 'defrauder', 'chiseller', 'grifter', 'swindler', 'scammer', 'slicker', 'cheat', 'trickster', 'deceiver', 'cheater', 'beguiler', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'chiseler', 'gouger', 'defrauder', 'chiseller', 'grifter', 'swindler', 'scammer', 'slicker', 'cheat', 'trickster', 'deceiver', 'cheater', 'beguiler', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['ein Schwindler, der das Vertrauen seines Opfers ausnutzt', 'jemand, der dir etwas vorgaukelt, was nicht wahr ist', 'eine Person, die Sie durch Täuschung oder Betrug betrügt']",['schwindler'],['schwindler'],betrug,betrüger,betrüg,betrug,"['betrug', 'betrüger']",,,"['betrug', 'betrüger']",,"['schwindler', 'betrug', 'betrüger']",negative,0.06363636363636363,negative,,{'External'},,0.0,0,3,,0.0300764987421918,,,0,3,,0.0300764987421918,,3,,0.0300764987421918
klimabewegtheit,bewegtheit,['bewegtheit'],bewegtheit,f,['klimabewegtheit'],,,['Michael Mann'],[],,['angeblich'],negative,0.0,[],[],[],,abstraction,[],[],[],bewegthei,bewegtheit,bewegtheit,bewegt,,,,,,[],negative,0.0,neutral,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimabibel,bibel,"['bibeln', 'bibel']",bibel,f,"['klimabibeln', 'klimabibel']",,,['Rajendra Pachauri'],['IPCC'],,"['gepriesen', 'viel']",positive,0.0,"['Wort Gottes', 'Bibel', 'Buch der Bücher', 'Heilige Schrift']",[],[],"['religious text', 'religious writing', 'sacred text', 'sacred writing', 'writing', 'written material', 'piece of writing', 'black and white', 'written language', 'written communication', 'communication', 'abstraction', 'abstract entity', 'entity']",abstraction,['die heiligen Schriften der christlichen Religionen'],[],[],bibel,bibel,bibel,bibel,,,,,,[],neutral,0.0,neutral,,,,1.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimabigotterie,bigotterie,"['bigotterie', 'bigotterien']",bigotterie,f,"['klimabigotterie', 'klimabigotterien']",,,['Daniel Wetzel'],[],,[],negative,0.0,"['Hinterfotzigkeit', 'Hypokrisie', 'Scheinheiligkeit', 'Bigotterie', 'Doppelzüngigkeit', 'Unaufrichtigkeit', 'Pharisäertum', 'Heuchelei', 'Verlogenheit', 'Doppelmoral']",[],[],"['hypocrisy', 'hollowness', 'falseness', 'insincerity', 'untruthfulness', 'dishonesty', 'unrighteousness', 'immorality', 'quality', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,['selbstgefällige Ernsthaftigkeit'],[],[],bigotterie,bigotteri,bigottery,bigotteri,,,,,,[],negative,0.0,neutral,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimabluff,bluff,"['bluff', 'bluffs']",bluff,m,"['klimabluff', 'klimabluffs']",,,"['Axel Bojanowski', 'Axel Bojanowski']","['DWD', 'CDU', 'Die Grünen', 'TE']",,[],negative,0.0,"['List', 'Bluff', 'Gaukelei', 'Gaunerei', 'Täuschung', 'Veräppelung', 'Verarschung', 'Finte', 'Verarscherei', 'Scheinbeweis', 'Geflunker', 'Schwindelei', 'Münchhauseniade', 'Verarsche', 'Jägerlatein', 'Irreführung', 'Münchhausiade', 'Augenwischerei', 'Lügengeschichte', 'Etikettenschwindel', 'Erdichtung', 'Ammenmärchen', 'Sophisma', 'Sophismus', 'Vorspiegelung', 'Erfindung', 'Seemannsgarn', 'Trickserei', 'Inszenierung', 'Windei', 'Aufschneiderei', 'Flunkerei', 'Märchen', 'Schwindel', 'Räuberpistole', 'Anglerlatein', 'Manipulation', 'Ablenkungsmanöver', 'Vorspiegelung falscher Tatsachen']","['Püster', 'Ballermann', 'Colt', 'Meuchelpuffer', 'Engelmacher', 'fauler Zauber', 'blauer Dunst', 'Pistole', 'Bleispritze', 'Schießknüppel', 'Wumme', 'Blendwerk', 'Schießprügel', 'Schießeisen', 'Prügel', 'Revolver', 'Gaukelspiel', 'Knarre']","['Kampfgerät', 'Waffe', 'blauer Dunst', 'Gaukelspiel', 'Blendwerk', 'fauler Zauber']","['creation', 'artifact', 'artefact', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity']",abstraction,"['eine Schöpfung (eine neue Vorrichtung oder ein neues Verfahren), die das Ergebnis von Studien und Experimenten ist', 'der Akt der Täuschung; Täuschung durch Schaffung illusorischer Vorstellungen', 'die Berührung mit den Händen (oder der geschickte Einsatz der Hände) oder durch den Einsatz mechanischer Mittel']",[],[],bluff,bluff,bluff,bluff,,,,,,[],negative,0.0,negative,,,,0.0,0,2,,0.0156966951518003,,['Unwetter'],0,2,,0.0156966951518003,,2,,0.0156966951518003
klimablödsinn,blödsinn,"['blödsinn', 'blödsinns']",blödsinn,m,"['klimablödsinn', 'klimablödsinns']",,,['Jörg Kachelmann'],"['ARD', 'FAZ', 'EIKE', 'IPCC']",,"['offiziell', 'allgegenwärtig']",negative,0.0,"['Quark', 'Schmarrn', 'Quatsch', 'Fez', 'Kohl', 'Gewäsch', 'Unfug', 'Kokolores', 'Kiki', 'Schwachfug', 'Pipifax', 'Driss', 'Humbug', 'dummes Zeug', 'Käse', 'gequirlte Scheiße', 'Kappes', 'Firlefanz', 'Unsinn', 'Schmu', 'Sottise', 'Nonsense', 'Blech', 'Blödsinn', 'Gelaber', 'Krampf', 'Bullshit', 'Heckmeck', 'Widersinn', 'Gefasel', 'Scheiß', 'saudummes Zeug', 'Bockmist', 'Schmarren', 'Quatsch mit Soße', 'Stuss', 'Schmäh', 'geistiger Dünnschiss', 'Scheiße', 'Nonsens', 'dümmliches Gerede', 'Mist', 'Mumpitz', 'Pillepalle', 'geistiger Durchfall', 'Tinnef', 'Schmonzes', 'Schwachsinn', 'Geschwafel', 'Papperlapapp']","['leeres Gerede', 'Gewäsch', 'Geschwätz', 'Schmus', 'Geseire', 'Gemunkel', 'dummes Zeug', 'Geschwurbel', 'Sermon', 'hohle Phrasen', 'Geschwalle', 'Gelaber', 'Geplänkel', 'Luftblasen', 'Gefasel', 'Blabla', 'warme Worte', 'langweilige Rede', 'leere Worte', 'Gerede', 'Geblubber', 'Schein-Tiefsinn', 'Geschwafel']","['Tiefe', 'Tiefsinn']","['garbage', 'drivel', 'content', 'substance', 'subject matter', 'message', 'communication', 'abstraction', 'abstract entity', 'entity']",abstraction,['unsinniges Gerede oder Schreiben'],"['käse', 'quatsch', 'unfug', 'unsinn']","['gefasel', 'käse', 'quatsch', 'unfug', 'unsinn']",blodsinn,blödsinn,blödsinn,blodsinn,,,,,,"['gefasel', 'käse', 'quatsch', 'unfug', 'unsinn']",negative,-0.06,negative,,,,0.0,0,3,,0.0300764987421918,,,0,3,,0.0300764987421918,,3,,0.0300764987421918
klimabrandstifter,brandstifter,"['brandstifter', 'brandstiftern', 'brandstifters']",brandstifter,m,"['klimabrandstifter', 'klimabrandstiftern', 'klimabrandstifters']",,,['Joe Biden'],['EIKE'],,[],negative,0.0,"['Feuerleger', 'Zündler', 'Brandleger', 'Pyromane', 'Feuerteufel', 'Brandstifter']","['Verbrecher', 'Gesetzesbrecher', 'kriminelles Element', 'Schächer', 'Täter', 'Straftäter', 'schwerer Junge', 'Krimineller']","['Verbrecher', 'Straftäter', 'Täter', 'schwerer Junge', 'Schächer', 'Krimineller', 'Gesetzesbrecher', 'kriminelles Element']","['crook', 'malefactor', 'felon', 'outlaw', 'criminal', 'principal', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'crook', 'malefactor', 'felon', 'outlaw', 'criminal', 'principal', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",abstraction,"['ein Krimineller, der widerrechtlich Feuer legt']",[],[],brandstif,brandstift,brandstift,brandstift,,,,,,[],negative,0.0,negative,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimabremser,bremser,"['bremser', 'bremsers', 'bremsern']",bremser,m,"['klimabremser', 'klimabremsers', 'klimabremsern']",,,"['Harald Lesch', 'Harald Lesch']",[],,[],negative,0.0,"['Defaitist', 'Unheilsprophet', 'Unkenrufer', 'Lehrer', 'Pessimist', 'Defätist', 'Bremser', 'Coach', 'Tutor', 'Anleiter', 'Kursleiter', 'Bedenkenträger', 'Schwarzseher', 'Spielverderber', 'Skeptiker', 'Lehrerin', 'Verhinderer', 'Übungsleiter', 'Schwarzmaler', 'Zweifler']",[],[],"['intellect', 'intellectual', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'intellect', 'intellectual', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['jemand, der gewohnheitsmäßig an akzeptierten Überzeugungen zweifelt', 'eine personifizierte Abstraktion, die lehrt', 'ein Bahnangestellter, der für die Bremsen eines Zuges verantwortlich ist']",['skeptiker'],['skeptiker'],brem,bremser,brems,brems,,,,,,['skeptiker'],negative,0.0,negative,,{'External'},,1.0,0,2,,0.0191856694893927,,,0,2,,0.0191856694893927,,2,,0.0191856694893927
klimachaos,chaos,['chaos'],chaos,n,['klimachaos'],,,"['Hans Joachim Schellnhuber', 'Helmut Fuchs', 'Joe Biden', 'Paul Driessen', 'Rajendra Pachauri', 'Jorgen Randers']","['UN', 'PIK', 'Union of Concerned Scientists', 'EU', 'IPCC', 'UNO', 'Frankfurter Allgemeinen Zeitung']",[],"['verursacht', 'vermeintlich']",negative,0.0,"['Tohuwabohu', '(wüstes / regelloses / wildes) Durcheinander', 'Gemisch', 'Mix', 'Wirrwarr', 'Dschungel', 'Umbruch', '(wilde) Mischung', 'Unordnung', 'Gewirr', 'Chaos', 'Wirrnis', 'chaotische Zustände', 'Mischmasch', 'Sammelsurium', 'Wirren', 'Salat', 'Wust', 'Kuddelmuddel', 'Gemenge']",[],[],"['disorderliness', 'disorder', 'condition', 'status', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['eine verworrene Vielzahl von Dingen', 'ein Zustand der Verwirrung und Unordnung']",[],[],chao,chao,chao,chaos,,,,,,[],negative,-0.1,negative,,,0.0,0.0,1,6,0.0,0.0688717439609989,,['Tag'],1,6,0.0,0.0688717439609989,1,6,0.0,0.0688717439609989
klimacrash,crash,"['crashes', 'crashs', 'crash']",crash,m,"['klimacrashes', 'klimacrashs', 'klimacrash']",,,"['Hans Joachim Schellnhuber', 'Angela Merkel']","['Institut für Klimafolgenforschung', 'PIK']",,[],negative,0.0,"['Börsensturz', 'Absturz', 'Börsenkrach', 'Flugzeugabsturz', 'Börsenkrise', 'Zusammenbruch', 'Crash', 'Wertverlust', 'Börsencrash', 'Kursverfall', 'Schwarzer Freitag', 'Bluescreen', 'Einbruch', 'Flugzeugunglück']","['Verhängnis', 'unerledigt', 'Wahl zwischen Pest und Cholera', 'Zwangslage', 'liegt noch', 'Problemsituation', 'Misere', 'Missstand', 'ungetan', 'Krisis', 'zwischen Szylla und Charybdis', 'schlimmer Zustand', 'pendent', 'missliche Lage', 'Tragik', 'kritische Situation', 'Kalamität', 'Malaise', 'Absturz', 'Zwickmühle', 'Zusammenbruch', 'Krise', 'verzwickte Situation', 'Dilemma', 'Schlamassel', 'Niedergang', 'noch nicht erledigt', 'Kollaps']","['Zusammenbruch', 'Niedergang', 'Kollaps', 'Absturz', 'missliche Lage', 'kritische Situation', 'Zwangslage', 'Krisis', 'Missstand', 'Zwickmühle', 'zwischen Szylla und Charybdis', 'schlimmer Zustand', 'Wahl zwischen Pest und Cholera', 'Malaise', 'Krise', 'Problemsituation', 'verzwickte Situation', 'Tragik', 'Verhängnis', 'Misere', 'Kalamität', 'Dilemma', 'Schlamassel', 'ungetan', 'pendent', 'unerledigt', 'noch nicht erledigt', 'liegt noch']","['noise', 'sound', 'occurrence', 'occurrent', 'natural event', 'happening', 'event', 'abstraction', 'abstract entity', 'entity']",abstraction,"['ein lautes, sich wiederholendes Geräusch', 'ein schwerer Unfall (in der Regel mit einem oder mehreren Fahrzeugen)', 'ein plötzlicher starker Rückgang von Geschäften oder Aktienkursen (insbesondere einer, der weitere Ausfälle verursacht)']",[],[],crash,crash,crash,crash,,,,,,[],negative,0.049999999999999996,negative,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimadampfer,dampfer,"['dampfer', 'dampfern', 'dampfers']",dampfer,m,"['klimadampfer', 'klimadampfern', 'klimadampfers']",,,"['Frank-Walter Steinmeier', 'Horst-Joachim Lüdecke']","['EIKE', 'IPCC', 'ACHGUT']",,[],negative,0.0,"['Entmutigung', 'Katzenjammer', 'kalte Dusche', 'Dampfer', 'Dampfschiff', 'Enttäuschung', 'Schlag ins Kontor', 'lange Gesichter', 'Ernüchterung', 'Dämpfer']","['abfertigen', 'jemandem behilflich sein', 'sich Zeit nehmen für', 'jemandem zu Diensten sein', 'sich kümmern um', 'verarzten', 'bedienen', 'sich einer Person annehmen']","['Gruppierung', 'Clusterung', 'Bündelung']","['discontent', 'discontentedness', 'discontentment', 'yearning', 'hungriness', 'longing', 'desire', 'feeling', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['ein Gefühl der Unzufriedenheit', 'ein Schiff, das von einer oder mehreren Dampfmaschinen angetrieben wird']",[],[],dampf,dampfer,dampf,dampf,,,,,,[],negative,-0.06999999999999999,neutral,,,,0.0,0,2,,0.0156966951518003,,['Inspektion'],0,2,,0.0156966951518003,,2,,0.0156966951518003
