original,second_part,lemma,genus,compound_forms,PERS_pro,ORG_pro,PERS_con,ORG_con,pro_mods,con_mods,bert,blob,concept,definition,similar_words,bert_related,blob_related,manual_sentiment,pro_attr,con_attr,pro_sarcasm,con_sarcasm,tf_pro,tf_con,tfidf_pro,tfidf_con,pro_colls,con_colls,article,full_definition
klimaargument,argument,argument,n,"['klimaargumenten', 'klimaargument', 'klimaarguments', 'klimaargumentes', 'klimaargumente']",,,,Counter({'EIKE': 1}),,Counter(),negative,0.0,abstraction,['ein rationaler Beweggrund für eine Überzeugung oder eine Handlung'],[],negative,0.0,neutral,,,0.0,0.0,0,1,0.0,0.0,[],[],das,"Klimaargument, das
Der Begriff ""Klimaargument"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Kontext von ""Klimaargument"" erfolgt die Nennung folgender Organisation(en): EIKE (Skeptiker Korpus)."
klimaarmageddon,armageddon,armageddon,n,"['klimaarmageddons', 'klimaarmageddon']",,,"Counter({'James Hansen': 1, 'Barack Obama': 1})",Counter({'The Guardian': 1}),,Counter(),negative,0.0,abstraction,"['Visionäre Beschreibung eines Zustandes, in dem die Welt nicht weiter besteht.', 'eine Handlung, die katastrophale Folgen hat', 'jede katastrophal zerstörerische Schlacht']","['apokalypse', 'untergang']",negative,-0.0555555555555555,negativ,,,0.0,0.0,0,3,0.0,0.0331378774723968,[],[],das,"Klimaarmageddon, das
Der Begriff ""Klimaarmageddon"" wird in unserem Korpus 3 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.033 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) James Hansen und Barack Obama. Im Kontext von ""Klimaarmageddon"" erfolgt die Nennung folgender Organisation(en): The Guardian (Skeptiker Korpus).

Siehe auch: Klimaapokalypse, Klimauntergang"
klimaasyl,asyl,asyl,n,"['klimaasylen', 'klimaasyle', 'klimaasyl', 'klimaasyls']",,"Counter({'FFF': 1, 'Scientists For Future': 1, 'Visual Crossing': 1})",,,Counter(),,positive,0.0,location,"['ein sicherer Ort', 'ein Studentenwohnheim']",[],positive,0.0,neutral,,,0.0,0.0,1,0,0.0,0.0,[],[],das,"Klimaasyl, das
Der Begriff ""Klimaasyl"" wird in unserem Korpus 0 Mal von den Klimaforschungsskeptikern und 1 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Kontext von ""Klimaasyl"" erfolgt die Nennung folgender Organisation(en): FFF, Scientists For Future (Vertreter Korpus)."
klimaaufschrei,aufschrei,aufschrei,m,"['klimaaufschreie', 'klimaaufschreies', 'klimaaufschreis', 'klimaaufschreien', 'klimaaufschrei']",,Counter({'FFF': 1}),,,Counter({'toll': 1}),,negative,0.0,action,[],"['aufschrei', 'geschrei']",negative,0.0,negativ,,,0.0,0.0,1,0,0.0,0.0,[],[],der,"Klimaaufschrei, der
Der Begriff ""Klimaaufschrei"" wird in unserem Korpus 0 Mal von den Klimaforschungsskeptikern und 1 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Kontext von ""Klimaaufschrei"" erfolgt die Nennung folgender Organisation(en): FFF (Vertreter Korpus).

Siehe auch: Klimageschrei"
klimaaufstand,aufstand,aufstand,m,"['klimaaufstand', 'klimaaufstandes', 'klimaaufstande', 'klimaaufstands', 'klimaaufständen', 'klimaaufstände']",,,,Counter({'WBGU': 1}),,Counter(),negative,0.0,action,"['Unruhen, meist aus Protest', 'ein wütender Streit', 'gekennzeichnet durch Nervosität und schnelles Erschrecken', 'das Fehlen einer vorhersehbaren Ordnung oder eines Plans']",[],negative,0.0,negativ,,,0.0,0.0,0,1,0.0,0.0,[],[],der,"Klimaaufstand, der
Der Begriff ""Klimaaufstand"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Kontext von ""Klimaaufstand"" erfolgt die Nennung folgender Organisation(en): WBGU (Skeptiker Korpus)."
klimabankrott,bankrott,bankrott,m,"['klimabankrotte', 'klimabankrottes', 'klimabankrotten', 'klimabankrotts', 'klimabankrott']",,,,,,,negative,-0.7,abstraction,"['Unfähigkeit, alle Ihre Schulden bei Fälligkeit zu begleichen']",[],negative,-0.1399999999999999,negativ,,,0.0,0.0,0,1,0.0,0.0,[],[],der,"Klimabankrott, der
Der Begriff ""Klimabankrott"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert."
klimabeeinflussung,beeinflussung,beeinflussung,f,"['klimabeeinflussung', 'klimabeeinflussungen']",,,,Counter({'NOAA': 1}),,Counter({'anthropogen': 1}),negative,0.0,action,"['Folgen, Konsequenzen einer Handlung oder Unterlassung', 'die Vermischung mit Fremdstoffen; das Produkt der Verfälschung', 'das Eintreten einer Veränderung zum Schlechteren', 'der Akt der Herbeiführung von Hypnose']",[],negative,0.0,negativ,,,0.0,0.0,0,2,0.0,0.0156966951518003,[],[],die,"Klimabeeinflussung, die
Der Begriff ""Klimabeeinflussung"" wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.016 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Kontext von ""Klimabeeinflussung"" erfolgt die Nennung folgender Organisation(en): NOAA (Skeptiker Korpus)."
klimabefürworter,befürworter,befürworter,m,"['klimabefürwortern', 'klimabefürworter', 'klimabefürworters']",,,"Counter({'Stuart Agnew': 1, 'Andreas Demmig': 1, 'Donald Trump': 1})","Counter({'Europaparlament': 1, 'EIKE': 1, 'Europäischen Kommission': 1, 'Europäischen Volkspartei': 1, 'The Daily Caller': 1})",,Counter({'Pariser': 1}),negative,0.0,person,"['ein Kämpfer, der einem Angriff standhält']",[],negative,0.0,neutral,,Fremdzuschreibung,0.0,0.0,0,2,0.0,0.0156966951518003,[],[],der,"Klimabefürworter, der
Der Begriff ""Klimabefürworter"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.016 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimabefürworter"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Stuart Agnew und Andreas Demmig. Im Kontext von ""Klimabefürworter"" erfolgt die Nennung folgender Organisation(en): Europaparlament, EIKE (Skeptiker Korpus)."
klimabesoffenheit,besoffenheit,besoffenheit,f,['klimabesoffenheit'],,,,,,Counter(),negative,0.0,abstraction,[],[],negative,0.0,negativ,,,0.0,0.0,0,1,0.0,0.0,[],[],die,"Klimabesoffenheit, die
Der Begriff ""Klimabesoffenheit"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert."
klimabesorgnis,besorgnis,besorgnis,f,"['klimabesorgnis', 'klimabesorgnissen', 'klimabesorgnisse']",,,,,,"Counter({'hochgepeitscht': 1, 'inzwischen': 1})",negative,0.0,abstraction,"['schmerzliche Erwartung', 'ein Gefühl der übermäßigen Sorge']",[],negative,0.0,negativ,,,0.0,0.0,0,1,0.0,0.0,[],[],die,"Klimabesorgnis, die
Der Begriff ""Klimabesorgnis"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert."
klimabetrug,betrug,betrug,m,"['klimabetrüge', 'klimabetruge', 'klimabetrugs', 'klimabetrug', 'klimabetruges', 'klimabetrügen']",,,"Counter({'Barack Obama': 1, 'James Delingpole': 1, 'Donald Trump': 1, 'Stephan Schulz': 1, 'Greta Thunberg': 1})",Counter({'UN': 1}),,"Counter({'durchgepeitscht': 1, 'fingiert': 1, 'unmöglich': 1, 'gefährlichst': 1})",negative,0.0,action,"['der Akt der Täuschung durch eine betrügerische Handlung', 'der Akt der Täuschung', 'die Eigenschaft, betrügerisch zu sein']","['verbrechen', 'betrug', 'betrüger']",negative,-0.0259259259259259,negativ,,,0.0,0.0,0,7,0.0,0.0835479795360641,[],[],der,"Klimabetrug, der
Der Begriff ""Klimabetrug"" wird in unserem Korpus 7 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.084 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Barack Obama und James Delingpole. Im Kontext von ""Klimabetrug"" erfolgt die Nennung folgender Organisation(en): UN (Skeptiker Korpus).

Siehe auch: Klimabetrüger, Klimaverbrechen"
klimabetrüger,betrüger,betrüger,m,"['klimabetrügern', 'klimabetrüger', 'klimabetrügers']",,,,,,Counter(),negative,0.0,person,"['ein Schwindler, der das Vertrauen seines Opfers ausnutzt', 'jemand, der dir etwas vorgaukelt, was nicht wahr ist', 'eine Person, die Sie durch Täuschung oder Betrug betrügt']","['schwindler', 'betrug', 'betrüger']",negative,0.0636363636363636,negativ,,Fremdzuschreibung,0.0,0.0,0,3,0.0,0.0300764987421918,[],[],der,"Klimabetrüger, der
Der Begriff ""Klimabetrüger"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 3 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.03 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimabetrüger"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert.

Siehe auch: Klimaschwindler, Klimabetrug"
klimabewegtheit,bewegtheit,bewegtheit,f,['klimabewegtheit'],,,Counter({'Michael Mann': 1}),,,Counter({'angeblich': 1}),negative,0.0,abstraction,[],[],negative,0.0,neutral,,,0.0,0.0,0,1,0.0,0.0,[],[],die,"Klimabewegtheit, die
Der Begriff ""Klimabewegtheit"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Michael Mann."
klimabibel,bibel,bibel,f,"['klimabibeln', 'klimabibel']",,,Counter({'Rajendra Pachauri': 1}),Counter({'IPCC': 1}),,"Counter({'gepriesen': 1, 'viel': 1})",positive,0.0,abstraction,['die heiligen Schriften der christlichen Religionen'],[],neutral,0.0,neutral,,,0.0,1.0,0,1,0.0,0.0,[],[],die,"Klimabibel, die
Der Begriff ""Klimabibel"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird in 100% der Fälle im Skeptiker Diskurs als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Rajendra Pachauri. Im Kontext von ""Klimabibel"" erfolgt die Nennung folgender Organisation(en): IPCC (Skeptiker Korpus)."
klimabigotterie,bigotterie,bigotterie,f,"['klimabigotterie', 'klimabigotterien']",,,Counter({'Daniel Wetzel': 1}),,,Counter(),negative,0.0,abstraction,['selbstgefällige Ernsthaftigkeit'],[],negative,0.0,neutral,,,0.0,0.0,0,1,0.0,0.0,[],[],die,"Klimabigotterie, die
Der Begriff ""Klimabigotterie"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Daniel Wetzel."
klimabluff,bluff,bluff,m,"['klimabluff', 'klimabluffs']",,,Counter({'Axel Bojanowski': 2}),"Counter({'DWD': 1, 'CDU': 1, 'Die Grünen': 1, 'TE': 1})",,Counter(),negative,0.0,abstraction,"['eine Schöpfung (eine neue Vorrichtung oder ein neues Verfahren), die das Ergebnis von Studien und Experimenten ist', 'der Akt der Täuschung; Täuschung durch Schaffung illusorischer Vorstellungen', 'die Berührung mit den Händen (oder der geschickte Einsatz der Hände) oder durch den Einsatz mechanischer Mittel']",[],negative,0.0,negativ,,,0.0,0.0,0,2,0.0,0.0156966951518003,[],['Unwetter'],der,"Klimabluff, der
Der Begriff ""Klimabluff"" wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.016 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Axel Bojanowski. Im Kontext von ""Klimabluff"" erfolgt die Nennung folgender Organisation(en): DWD, CDU (Skeptiker Korpus).

Kollokationen: 'Unwetter' (Skeptiker Korpus)"
klimablödsinn,blödsinn,blödsinn,m,"['klimablödsinn', 'klimablödsinns']",,,Counter({'Jörg Kachelmann': 1}),"Counter({'ARD': 1, 'FAZ': 1, 'EIKE': 1, 'IPCC': 1})",,"Counter({'offiziell': 1, 'allgegenwärtig': 1})",negative,0.0,abstraction,['unsinniges Gerede oder Schreiben'],"['gefasel', 'käse', 'quatsch', 'unfug', 'unsinn']",negative,-0.06,negativ,,,0.0,0.0,0,3,0.0,0.0300764987421918,[],[],der,"Klimablödsinn, der
Der Begriff ""Klimablödsinn"" wird in unserem Korpus 3 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.03 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Jörg Kachelmann. Im Kontext von ""Klimablödsinn"" erfolgt die Nennung folgender Organisation(en): ARD, FAZ (Skeptiker Korpus).

Siehe auch: Klimaunsinn, Klimakäse, Klimagefasel, Klimaquatsch, Klimaunfug"
klimabrandstifter,brandstifter,brandstifter,m,"['klimabrandstifter', 'klimabrandstiftern', 'klimabrandstifters']",,,Counter({'Joe Biden': 1}),Counter({'EIKE': 1}),,Counter(),negative,0.0,abstraction,"['ein Krimineller, der widerrechtlich Feuer legt']",[],negative,0.0,negativ,,,0.0,0.0,0,1,0.0,0.0,[],[],der,"Klimabrandstifter, der
Der Begriff ""Klimabrandstifter"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Joe Biden. Im Kontext von ""Klimabrandstifter"" erfolgt die Nennung folgender Organisation(en): EIKE (Skeptiker Korpus)."
klimabremser,bremser,bremser,m,"['klimabremser', 'klimabremsers', 'klimabremsern']",,,Counter({'Harald Lesch': 2}),,,Counter(),negative,0.0,person,"['jemand, der gewohnheitsmäßig an akzeptierten Überzeugungen zweifelt', 'eine personifizierte Abstraktion, die lehrt', 'ein Bahnangestellter, der für die Bremsen eines Zuges verantwortlich ist']",['skeptiker'],negative,0.0,negativ,,Fremdzuschreibung,0.0,1.0,0,2,0.0,0.0191856694893927,[],[],der,"Klimabremser, der
Der Begriff ""Klimabremser"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.019 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimabremser"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. Die Verwendung wird in 100% der Fälle im Skeptiker Diskurs als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Harald Lesch.

Siehe auch: Klimaskeptiker"
klimachaos,chaos,chaos,n,['klimachaos'],,,"Counter({'Hans Joachim Schellnhuber': 1, 'Helmut Fuchs': 1, 'Joe Biden': 1, 'Paul Driessen': 1, 'Rajendra Pachauri': 1, 'Jorgen Randers': 1})","Counter({'UN': 1, 'PIK': 1, 'Union of Concerned Scientists': 1, 'EU': 1, 'IPCC': 1, 'UNO': 1, 'Frankfurter Allgemeinen Zeitung': 1})",Counter(),"Counter({'verursacht': 1, 'vermeintlich': 1})",negative,0.0,abstraction,"['eine verworrene Vielzahl von Dingen', 'ein Zustand der Verwirrung und Unordnung']",[],negative,-0.1,negativ,,,0.0,0.0,1,6,0.0,0.0688717439609989,[],['Tag'],das,"Klimachaos, das
Der Begriff ""Klimachaos"" wird in unserem Korpus 6 Mal von den Klimaforschungsskeptikern und 1 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.069 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Hans Joachim Schellnhuber und Helmut Fuchs. Im Kontext von ""Klimachaos"" erfolgt die Nennung folgender Organisation(en): UN, PIK (Skeptiker Korpus).

Kollokationen: 'Tag' (Skeptiker Korpus)"
klimacrash,crash,crash,m,"['klimacrashes', 'klimacrashs', 'klimacrash']",,,"Counter({'Hans Joachim Schellnhuber': 1, 'Angela Merkel': 1})","Counter({'Institut für Klimafolgenforschung': 1, 'PIK': 1})",,Counter(),negative,0.0,abstraction,"['ein lautes, sich wiederholendes Geräusch', 'ein schwerer Unfall (in der Regel mit einem oder mehreren Fahrzeugen)', 'ein plötzlicher starker Rückgang von Geschäften oder Aktienkursen (insbesondere einer, der weitere Ausfälle verursacht)']",[],negative,0.0499999999999999,negativ,,,0.0,0.0,0,1,0.0,0.0,[],[],der,"Klimacrash, der
Der Begriff ""Klimacrash"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Hans Joachim Schellnhuber und Angela Merkel. Im Kontext von ""Klimacrash"" erfolgt die Nennung folgender Organisation(en): Institut für Klimafolgenforschung, PIK (Skeptiker Korpus)."
klimadampfer,dampfer,dampfer,m,"['klimadampfer', 'klimadampfern', 'klimadampfers']",,,"Counter({'Frank-Walter Steinmeier': 1, 'Horst-Joachim Lüdecke': 1})","Counter({'EIKE': 1, 'IPCC': 1, 'ACHGUT': 1})",,Counter(),negative,0.0,abstraction,"['ein Gefühl der Unzufriedenheit', 'ein Schiff, das von einer oder mehreren Dampfmaschinen angetrieben wird']",[],negative,-0.0699999999999999,neutral,,,0.0,0.0,0,2,0.0,0.0156966951518003,[],['Inspektion'],der,"Klimadampfer, der
Der Begriff ""Klimadampfer"" wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.016 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Frank-Walter Steinmeier und Horst-Joachim Lüdecke. Im Kontext von ""Klimadampfer"" erfolgt die Nennung folgender Organisation(en): EIKE, IPCC (Skeptiker Korpus).

Kollokationen: 'Inspektion' (Skeptiker Korpus)"
klimademagoge,demagoge,demagoge,m,"['klimademagoge', 'klimademagogen']",,,,Counter({'Der Spiegel': 1}),,Counter(),negative,0.0,person,"['jemand, der Hass gegen andere erregt']","['aktivist', 'macher', 'prediger']",negative,0.0,neutral,,Fremdzuschreibung,0.0,0.0,0,1,0.0,0.0,[],[],der,"Klimademagoge, der
Der Begriff ""Klimademagoge"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimademagoge"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Kontext von ""Klimademagoge"" erfolgt die Nennung folgender Organisation(en): Der Spiegel (Skeptiker Korpus).

Siehe auch: Klimamacher, Klimaaktivist, Klimaprediger"
klimadepression,depression,depression,f,"['klimadepression', 'klimadepressionen']",,,Counter({'Greta Thunberg': 1}),,,Counter(),negative,0.0,abstraction,"['die Eigenschaft von übermäßiger Traurigkeit und Unbeschwertheit', 'traurige Gefühle von Niedergeschlagenheit und Unzulänglichkeit', 'ein Zustand von Depression und Anhedonie, der so schwerwiegend ist, dass eine klinische Behandlung erforderlich ist', 'Herunterdrücken']",[],negative,-0.2105263157894736,negativ,,,0.0,0.0,0,1,0.0,0.0,[],[],die,"Klimadepression, die
Der Begriff ""Klimadepression"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Greta Thunberg."
