original,second_part,noun_forms,lemma,genus,compound_forms,related_words,hypernyms,roots,en_hypernyms,concept,definition,path,wup,stem_cistem,stem_porter,stem_lancaster,stem_snowball,share_cistem,share_porter,share_lancaster,share_snowball,dist_stemmer,similar_words,PERS_pro,ORG_pro,PERS_con,ORG_con,pro_mods,con_mods,pro_sarcasm,con_sarcasm,pro_attr,con_attr,tf_pro,tf_con,tfidf_pro,tfidf_con,pro_colls,con_colls,manual_sentiment
klimaargument,argument,"['argumenten', 'argument', 'arguments', 'argumentes', 'argumente']",argument,n,"['klimaargumenten', 'klimaargument', 'klimaarguments', 'klimaargumentes', 'klimaargumente']","['Prämisse', 'Beweisgrund', 'Beleg', 'Begründung', 'Beweis', 'Argument', 'Grund']",[],[],"['rational motive', 'motive', 'motivation', 'need', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,['ein rationaler Beweggrund für eine Überzeugung oder eine Handlung'],[],[],argum,argument,argu,argument,[],[],[],[],[],[],,,,Counter({'EIKE': 1}),,[],,0.0,,,0,1,,0.0,[],[],neutral
klimaarmageddon,armageddon,"['armageddons', 'armageddon']",armageddon,n,"['klimaarmageddons', 'klimaarmageddon']","['Armageddon', 'Inferno', 'Waterloo', 'Super-GAU', 'Unglück', 'Ende', 'Verderben', 'Katastrophe', 'Harmagedon', 'Zusammenbruch', 'Havarie', 'Apokalypse', 'Desaster', 'Abgrund', 'Abaddon', 'Untergang', 'Harmageddon', 'Har-Magedon']","['Hallu', 'Fata Morgana', 'Geisterbild', 'Einbildung', 'Illusion', 'Hirngespinst', 'Gesicht', 'Trugbild', 'Phantom', 'Halluzination', 'Wahnbild', 'Butterland', 'Wahnvorstellung', 'Täuschung', 'Sinnestäuschung', 'Erscheinung', 'Selbsttäuschung', 'Offenbarung', 'reizunabhängige Sinneswahrnehmung', 'Vision']","['Offenbarung', 'Erscheinung', 'Phantom', 'Hirngespinst', 'Einbildung', 'Sinnestäuschung', 'Trugbild', 'Selbsttäuschung', 'Täuschung', 'Wahnvorstellung', 'Halluzination', 'Gesicht', 'Fata Morgana', 'Butterland', 'Illusion', 'Vision', 'Wahnbild', 'Hallu', 'Geisterbild', 'reizunabhängige Sinneswahrnehmung']","['state', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['Visionäre Beschreibung eines Zustandes, in dem die Welt nicht weiter besteht.', 'eine Handlung, die katastrophale Folgen hat', 'jede katastrophal zerstörerische Schlacht']","['apokalypse', 'untergang']","['apokalypse', 'untergang']",armageddo,armageddon,armageddon,armageddon,[],[],[],[],[],"['apokalypse', 'untergang']",,,"Counter({'James Hansen': 1, 'Barack Obama': 1})",Counter({'The Guardian': 1}),,[],,0.0,,,0,3,,0.0331378774723968,[],[],negative
klimaasyl,asyl,"['asylen', 'asyle', 'asyl', 'asyls']",asyl,n,"['klimaasylen', 'klimaasyle', 'klimaasyl', 'klimaasyls']","['Schutzort', 'Fluchtpunkt', 'Zufluchtsstätte', 'Wohnheim', 'Zuflucht', 'Zufluchtsort', 'Asyl', 'Sammelunterkunft']",[],[],"['area', 'country', 'region', 'location', 'physical object', 'object', 'physical entity', 'entity']",location,"['ein sicherer Ort', 'ein Studentenwohnheim']",[],[],asyl,asyl,asyl,asyl,[],[],[],[],[],[],,"Counter({'FFF': 1, 'Scientists For Future': 1, 'Visual Crossing': 1})",,,[],,0.0,,,,1,0,0.0,,[],[],neutral
klimaaufschrei,aufschrei,"['aufschreie', 'aufschreies', 'aufschreis', 'aufschreien', 'aufschrei']",aufschrei,m,"['klimaaufschreie', 'klimaaufschreies', 'klimaaufschreis', 'klimaaufschreien', 'klimaaufschrei']",[],[],[],[],abstraction,[],[],[],aufschrei,aufschrei,aufschre,aufschrei,[],[],[],[],"['aufschrei', 'geschrei']","['aufschrei', 'geschrei']",,"Counter({'FFF': 1, 'Friday Form Future': 1})",,,['toll'],,0.0,,,,1,0,0.0,,[],[],negative
klimaaufstand,aufstand,"['aufstand', 'aufstandes', 'aufstande', 'aufstands', 'aufständen', 'aufstände']",aufstand,m,"['klimaaufstand', 'klimaaufstandes', 'klimaaufstande', 'klimaaufstands', 'klimaaufständen', 'klimaaufstände']","['Massenaufstand', 'Tumult', 'viel Aufhebens', 'Revolte', 'Tullus', 'Massenunruhen', 'Aufwiegelung', 'Aufstand', 'unnötige Aufmerksamkeit', 'bürgerkriegsähnliche Zustände', 'unnötiger Aufwand', 'Rabatz', 'Aufheben', 'Ausschreitung', 'Rebellion', 'Proteste', 'Aufstand der Massen', 'Terz', 'Protestaktionen', 'Krawall', 'Welle', 'Theater', 'Unruhe', 'Trara', 'Spektakel', 'Buhei', 'Brimborium', 'Meuterei', 'Gedöns', 'Bohei', 'Aufruhr', 'Massenproteste', 'Lärm', 'Randale', 'Gewese']","['Aufwiegelung', 'Meuterei', 'Aufstand', 'Agitation', 'Aufruhr', 'Revolte', 'Rebellion', 'Hetze']","['Aufstand', 'Aufruhr', 'Rebellion', 'Aufwiegelung', 'Meuterei', 'Revolte', 'Hetze', 'Agitation']","['disturbance', 'movement', 'motility', 'move', 'motion', 'change', 'action', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['Unruhen, meist aus Protest', 'ein wütender Streit', 'gekennzeichnet durch Nervosität und schnelles Erschrecken', 'das Fehlen einer vorhersehbaren Ordnung oder eines Plans']",[],[],aufsta,aufstand,aufstand,aufstand,[],[],[],[],[],[],,,,Counter({'WBGU': 1}),,[],,0.0,,,0,1,,0.0,[],[],negative
klimabankrott,bankrott,"['bankrotte', 'bankrottes', 'bankrotten', 'bankrotts', 'bankrott']",bankrott,m,"['klimabankrotte', 'klimabankrottes', 'klimabankrotten', 'klimabankrotts', 'klimabankrott']","['Ruin', 'Bankrottfall', 'Pleite', 'Insolvenz', 'Konkurs', 'Zahlungseinstellung', 'Illiquidität', 'Zahlungsunfähigkeit', 'Konkursfall', 'Bankrott']",[],[],"['insolvency', 'financial condition', 'condition', 'status', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['Unfähigkeit, alle Ihre Schulden bei Fälligkeit zu begleichen']",[],[],bankrott,bankrott,bankrot,bankrott,[],[],[],[],[],[],,,,,,,,,,,0,1,,0.0,[],[],negative
klimabeeinflussung,beeinflussung,"['beeinflussung', 'beeinflussungen']",beeinflussung,f,"['klimabeeinflussung', 'klimabeeinflussungen']","['Wechselwirkung', 'Rückwirkung', 'Konsequenz', 'Fazit', 'Überlagerung', 'Verfälschung', 'Einfluss', 'Ergebnis', 'Reaktion', 'Ausfluss', 'Wirkung', 'Endergebnis', 'Überschneidung', 'Suggestion', 'Effekt', 'Folgeerscheinung', 'Hervorbringung', 'Nachwirkung', 'Verschleierung', 'Herbeiführung', 'Verbrämung', 'Beeinflussung', 'Auswirkung', 'Manipulation', 'Befund', 'Feststellung', 'Folge', 'Quintessenz', 'Beeinträchtigung', 'Einflüstern', 'Ausgang', 'Nahelegung', 'Resultat', 'Interferenz']","['Zuweisung', 'Rückwirkung', 'Konsequenz', 'Fazit', 'Einfluss', 'Ergebnis', 'Resultat', 'Reaktion', 'Verteilung', 'Wirkung', 'Endergebnis', 'Verbreitung', 'Effekt', 'Folgeerscheinung', 'Hervorbringung', 'Nachwirkung', 'Herbeiführung', 'Beeinflussung', 'Auswirkung', 'Auskehrung', 'Befund', 'Feststellung', 'Folge', 'Quintessenz', 'Zuordnung', 'Ausgang', 'Ausfluss']","['Verbreitung', 'Verteilung', 'Zuordnung', 'Auskehrung', 'Zuweisung', 'Ergebnis', 'Ausgang', 'Wirkung', 'Auswirkung', 'Effekt', 'Folgeerscheinung', 'Konsequenz', 'Ausfluss', 'Folge', 'Nachwirkung', 'Einfluss', 'Reaktion', 'Rückwirkung', 'Hervorbringung', 'Beeinflussung', 'Endergebnis', 'Fazit', 'Resultat', 'Quintessenz', 'Feststellung', 'Befund', 'Herbeiführung']","['phenomenon', 'process', 'physical process', 'physical entity', 'entity']",abstraction,"['Folgen, Konsequenzen einer Handlung oder Unterlassung', 'die Vermischung mit Fremdstoffen; das Produkt der Verfälschung', 'das Eintreten einer Veränderung zum Schlechteren', 'der Akt der Herbeiführung von Hypnose']",[],[],beeinflussung,beeinflussung,beeinflussung,beeinfluss,[],[],[],[],[],[],,,,Counter({'NOAA': 1}),,['anthropogen'],,0.0,,,0,2,,0.0156966951518003,[],[],negative
klimabefürworter,befürworter,"['befürwortern', 'befürworter', 'befürworters']",befürworter,m,"['klimabefürwortern', 'klimabefürworter', 'klimabefürworters']","['Befürworter', 'Fürsprecher', 'Vertreter', 'Verteidiger', 'Apologet', 'Verfechter', 'Anwalt']","['jeder beliebige', 'irgendjemand', 'jemand']","['jemand', 'irgendjemand', 'jeder beliebige']","['fighter', 'scrapper', 'combatant', 'belligerent', 'battler', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'fighter', 'scrapper', 'combatant', 'belligerent', 'battler', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['ein Kämpfer, der einem Angriff standhält']",[],[],befurwor,befürwort,befürwort,befurwort,[],[],[],[],[],[],,,"Counter({'Stuart Agnew': 1, 'Andreas Demmig': 1, 'Donald Trump': 1})","Counter({'Europäischen Kommission': 1, 'EIKE': 1, 'Europäischen Volkspartei': 1, 'Europaparlament': 1, 'The Daily Caller': 1})",,['Pariser'],,0.0,,External,0,2,,0.0156966951518003,[],[],neutral
klimabesoffenheit,besoffenheit,['besoffenheit'],besoffenheit,f,['klimabesoffenheit'],[],[],[],[],abstraction,[],[],[],besoffenhei,besoffenheit,besoffenheit,besoff,[],[],[],[],[],[],,,,,,[],,0.0,,,0,1,,0.0,[],[],negative
klimabesorgnis,besorgnis,"['besorgnis', 'besorgnissen', 'besorgnisse']",besorgnis,f,"['klimabesorgnis', 'klimabesorgnissen', 'klimabesorgnisse']","['Vorahnung', 'Vorgefühl', 'Gefühl', 'Missbehagen', 'Unbehagen', 'Unruhe', 'Befürchtung', 'Besorgnis', 'Ahnung', 'Gedanken', 'Unausgeglichenheit', 'Sorge']",[],[],"['expectation', 'outlook', 'prospect', 'belief', 'content', 'mental object', 'cognitive content', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,"['schmerzliche Erwartung', 'ein Gefühl der übermäßigen Sorge']",[],[],besorgni,besorgni,besorgn,besorgnis,[],[],[],[],[],[],,,,,,"['hochgepeitscht', 'inzwischen']",,0.0,,,0,1,,0.0,[],[],negative
klimabetrug,betrug,"['betrüge', 'betruge', 'betrugs', 'betrug', 'betruges', 'betrügen']",betrug,m,"['klimabetrüge', 'klimabetruge', 'klimabetrugs', 'klimabetrug', 'klimabetruges', 'klimabetrügen']","['Abzocke', 'Seitensprung', 'Fraud', 'abgekartete Sache', 'Beschiss', 'Betrug', 'Nepp', 'Betrügerei', 'Schwindel', 'Schmu', 'Gaunerei', 'krumme Tour', 'abgekartetes Spiel', 'Mauschelei', 'Treulosigkeit', 'Fremdgehen', 'Hochstapelei', 'Bauernfängerei', 'Etikettenschwindel', 'Täuschung', 'Schummelei', 'Manipulation', 'Trickserei', 'Untreue', 'Rosstäuscherei', 'Beschmu', 'Ehebruch']","['Rauheit', 'Unrechtstat', 'Untat', 'krimineller Akt', 'Straftat', 'illegale Handlung', 'Verbrechen', 'Delikt', 'Härte', 'strafbare Handlung']","['Liegenschaft', 'Grundbesitz', 'Landbesitz', 'Handlung', 'Operation', 'Aktion', 'Tat', 'Unglück', 'Verhängnis', 'Unheil', 'Fluch', 'Geißel', 'Unstern', 'Unsegen']","['fraud', 'criminal offence', 'law-breaking', 'criminal offense', 'crime', 'offence', 'offense', 'transgression', 'evildoing', 'wrongdoing', 'misconduct', 'wrongful conduct', 'actus reus', 'activity', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['der Akt der Täuschung durch eine betrügerische Handlung', 'der Akt der Täuschung', 'die Eigenschaft, betrügerisch zu sein']",[],['verbrechen'],betrug,betrug,betrug,betrug,"['betrug', 'betrüger']",[],[],"['betrug', 'betrüger']",[],"['verbrechen', 'betrug', 'betrüger']",,,"Counter({'Barack Obama': 1, 'James Delingpole': 1, 'Stephan Schulz': 1, 'Donald Trump': 1, 'Greta Thunberg': 1})",Counter({'UN': 1}),,"['durchgepeitscht', 'fingiert', 'unmöglich', 'gefährlichst']",,0.0,,,0,7,,0.0835479795360641,[],[],negative
klimabetrüger,betrüger,"['betrügern', 'betrüger', 'betrügers']",betrüger,m,"['klimabetrügern', 'klimabetrüger', 'klimabetrügers']","['Scharlatan', 'Rosstäuscher', 'Abzocker', 'Schwindler', 'Windei', 'Hochstapler', 'Falschspieler', 'schwarzes Schaf', 'Bauernfänger', 'Nepper', 'Betrüger']",[],[],"['chiseler', 'gouger', 'defrauder', 'chiseller', 'grifter', 'swindler', 'scammer', 'slicker', 'cheat', 'trickster', 'deceiver', 'cheater', 'beguiler', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'chiseler', 'gouger', 'defrauder', 'chiseller', 'grifter', 'swindler', 'scammer', 'slicker', 'cheat', 'trickster', 'deceiver', 'cheater', 'beguiler', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['ein Schwindler, der das Vertrauen seines Opfers ausnutzt', 'jemand, der dir etwas vorgaukelt, was nicht wahr ist', 'eine Person, die Sie durch Täuschung oder Betrug betrügt']",['schwindler'],['schwindler'],betrug,betrüger,betrüg,betrug,"['betrug', 'betrüger']",[],[],"['betrug', 'betrüger']",[],"['schwindler', 'betrug', 'betrüger']",,,,,,[],,0.0,,External,0,3,,0.0300764987421918,[],[],negative
klimabewegtheit,bewegtheit,['bewegtheit'],bewegtheit,f,['klimabewegtheit'],[],[],[],[],abstraction,[],[],[],bewegthei,bewegtheit,bewegtheit,bewegt,[],[],[],[],[],[],,,Counter({'Michael Mann': 1}),,,['angeblich'],,0.0,,,0,1,,0.0,[],[],neutral
klimabibel,bibel,"['bibeln', 'bibel']",bibel,f,"['klimabibeln', 'klimabibel']","['Wort Gottes', 'Buch der Bücher', 'Heilige Schrift', 'Bibel']",[],[],"['religious text', 'religious writing', 'sacred text', 'sacred writing', 'writing', 'written material', 'piece of writing', 'black and white', 'written language', 'written communication', 'communication', 'abstraction', 'abstract entity', 'entity']",abstraction,['die heiligen Schriften der christlichen Religionen'],[],[],bibel,bibel,bibel,bibel,[],[],[],[],[],[],,,Counter({'Rajendra Pachauri': 1}),Counter({'IPCC': 1}),,"['gepriesen', 'viel']",,1.0,,,0,1,,0.0,[],[],neutral
klimabigotterie,bigotterie,"['bigotterie', 'bigotterien']",bigotterie,f,"['klimabigotterie', 'klimabigotterien']","['Pharisäertum', 'Hypokrisie', 'Doppelmoral', 'Doppelzüngigkeit', 'Scheinheiligkeit', 'Bigotterie', 'Heuchelei', 'Verlogenheit', 'Hinterfotzigkeit', 'Unaufrichtigkeit']",[],[],"['hypocrisy', 'hollowness', 'falseness', 'insincerity', 'untruthfulness', 'dishonesty', 'unrighteousness', 'immorality', 'quality', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,['selbstgefällige Ernsthaftigkeit'],[],[],bigotterie,bigotteri,bigottery,bigotteri,[],[],[],[],[],[],,,Counter({'Daniel Wetzel': 1}),,,[],,0.0,,,0,1,,0.0,[],[],neutral
klimabluff,bluff,"['bluff', 'bluffs']",bluff,m,"['klimabluff', 'klimabluffs']","['Sophismus', 'Lügengeschichte', 'Schwindelei', 'Aufschneiderei', 'Gaukelei', 'Verarschung', 'Ammenmärchen', 'Anglerlatein', 'Schwindel', 'Jägerlatein', 'Augenwischerei', 'Finte', 'Inszenierung', 'Gaunerei', 'Märchen', 'Seemannsgarn', 'Ablenkungsmanöver', 'Irreführung', 'Erfindung', 'Etikettenschwindel', 'Sophisma', 'Täuschung', 'Manipulation', 'Veräppelung', 'Trickserei', 'List', 'Bluff', 'Münchhauseniade', 'Flunkerei', 'Vorspiegelung falscher Tatsachen', 'Vorspiegelung', 'Geflunker', 'Verarsche', 'Windei', 'Scheinbeweis', 'Verarscherei', 'Räuberpistole', 'Erdichtung', 'Münchhausiade']","['blauer Dunst', 'Prügel', 'Wumme', 'Bleispritze', 'Engelmacher', 'Pistole', 'Revolver', 'fauler Zauber', 'Meuchelpuffer', 'Ballermann', 'Schießprügel', 'Püster', 'Schießeisen', 'Schießknüppel', 'Gaukelspiel', 'Blendwerk', 'Colt', 'Knarre']","['Kampfgerät', 'Waffe', 'blauer Dunst', 'Gaukelspiel', 'Blendwerk', 'fauler Zauber']","['creation', 'artifact', 'artefact', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity']",abstraction,"['eine Schöpfung (eine neue Vorrichtung oder ein neues Verfahren), die das Ergebnis von Studien und Experimenten ist', 'der Akt der Täuschung; Täuschung durch Schaffung illusorischer Vorstellungen', 'die Berührung mit den Händen (oder der geschickte Einsatz der Hände) oder durch den Einsatz mechanischer Mittel']",[],[],bluff,bluff,bluff,bluff,[],[],[],[],[],[],,,Counter({'Axel Bojanowski': 2}),"Counter({'DWD': 1, 'CDU': 1, 'TE': 1, 'Die Grünen': 1})",,[],,0.0,,,0,2,,0.0156966951518003,[],['Unwetter'],negative
klimablödsinn,blödsinn,"['blödsinn', 'blödsinns']",blödsinn,m,"['klimablödsinn', 'klimablödsinns']","['Bullshit', 'Heckmeck', 'Blödsinn', 'Schmarren', 'Gelaber', 'Kohl', 'Quark', 'Schmonzes', 'Käse', 'Krampf', 'Schmu', 'Quatsch mit Soße', 'Blech', 'Mumpitz', 'Sottise', 'Stuss', 'geistiger Dünnschiss', 'Scheiße', 'Unfug', 'Pipifax', 'Schmarrn', 'Gefasel', 'Kokolores', 'dümmliches Gerede', 'Nonsense', 'Kappes', 'geistiger Durchfall', 'Geschwafel', 'Schwachsinn', 'Schwachfug', 'gequirlte Scheiße', 'Kiki', 'Schmäh', 'Gewäsch', 'Driss', 'Firlefanz', 'Widersinn', 'Humbug', 'Tinnef', 'Bockmist', 'Fez', 'dummes Zeug', 'saudummes Zeug', 'Pillepalle', 'Mist', 'Scheiß', 'Papperlapapp', 'Unsinn', 'Nonsens', 'Quatsch']","['Gelaber', 'leere Worte', 'Geschwalle', 'Luftblasen', 'leeres Gerede', 'Geblubber', 'langweilige Rede', 'warme Worte', 'Geschwätz', 'hohle Phrasen', 'Gefasel', 'Schein-Tiefsinn', 'Geschwafel', 'Schmus', 'Sermon', 'Gewäsch', 'Geplänkel', 'dummes Zeug', 'Geseire', 'Blabla', 'Gerede', 'Geschwurbel', 'Gemunkel']","['Tiefe', 'Tiefsinn']","['garbage', 'drivel', 'content', 'substance', 'subject matter', 'message', 'communication', 'abstraction', 'abstract entity', 'entity']",abstraction,['unsinniges Gerede oder Schreiben'],"['käse', 'quatsch', 'unfug', 'unsinn']","['gefasel', 'käse', 'quatsch', 'unfug', 'unsinn']",blodsinn,blödsinn,blödsinn,blodsinn,[],[],[],[],[],"['gefasel', 'käse', 'quatsch', 'unfug', 'unsinn']",,,Counter({'Jörg Kachelmann': 1}),"Counter({'FAZ': 1, 'ARD': 1, 'EIKE': 1, 'IPCC': 1})",,"['offiziell', 'allgegenwärtig']",,0.0,,,0,3,,0.0300764987421918,[],[],negative
klimabrandstifter,brandstifter,"['brandstifter', 'brandstiftern', 'brandstifters']",brandstifter,m,"['klimabrandstifter', 'klimabrandstiftern', 'klimabrandstifters']","['Brandstifter', 'Feuerleger', 'Feuerteufel', 'Brandleger', 'Zündler', 'Pyromane']","['Verbrecher', 'Schächer', 'Straftäter', 'schwerer Junge', 'Gesetzesbrecher', 'Krimineller', 'Täter', 'kriminelles Element']","['Verbrecher', 'Straftäter', 'Täter', 'schwerer Junge', 'Schächer', 'Krimineller', 'Gesetzesbrecher', 'kriminelles Element']","['crook', 'malefactor', 'felon', 'outlaw', 'criminal', 'principal', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'crook', 'malefactor', 'felon', 'outlaw', 'criminal', 'principal', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['ein Krimineller, der widerrechtlich Feuer legt']",[],[],brandstif,brandstift,brandstift,brandstift,[],[],[],[],[],[],,,Counter({'Joe Biden': 1}),Counter({'EIKE': 1}),,[],,0.0,,None,0,1,,0.0,[],[],negative
klimabremser,bremser,"['bremser', 'bremsers', 'bremsern']",bremser,m,"['klimabremser', 'klimabremsers', 'klimabremsern']","['Anleiter', 'Defaitist', 'Bremser', 'Lehrer', 'Schwarzseher', 'Zweifler', 'Übungsleiter', 'Coach', 'Skeptiker', 'Schwarzmaler', 'Tutor', 'Kursleiter', 'Pessimist', 'Defätist', 'Bedenkenträger', 'Unkenrufer', 'Verhinderer', 'Spielverderber', 'Lehrerin', 'Unheilsprophet']",[],[],"['intellect', 'intellectual', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'intellect', 'intellectual', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['jemand, der gewohnheitsmäßig an akzeptierten Überzeugungen zweifelt', 'eine personifizierte Abstraktion, die lehrt', 'ein Bahnangestellter, der für die Bremsen eines Zuges verantwortlich ist']",['skeptiker'],['skeptiker'],brem,bremser,brems,brems,[],[],[],[],[],['skeptiker'],,,Counter({'Harald Lesch': 2}),,,[],,1.0,,External,0,2,,0.0191856694893927,[],[],negative
klimachaos,chaos,['chaos'],chaos,n,['klimachaos'],"['Mischmasch', 'Wirrnis', 'Gewirr', 'Gemisch', 'Mix', 'chaotische Zustände', 'Sammelsurium', '(wüstes / regelloses / wildes) Durcheinander', 'Chaos', 'Gemenge', 'Salat', 'Umbruch', 'Unordnung', 'Wirrwarr', '(wilde) Mischung', 'Kuddelmuddel', 'Dschungel', 'Wust', 'Wirren', 'Tohuwabohu']",[],[],"['disorderliness', 'disorder', 'condition', 'status', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['eine verworrene Vielzahl von Dingen', 'ein Zustand der Verwirrung und Unordnung']",[],[],chao,chao,chao,chaos,[],[],[],[],[],[],,,"Counter({'Hans Joachim Schellnhuber': 1, 'Helmut Fuchs': 1, 'Paul Driessen': 1, 'Joe Biden': 1, 'Rajendra Pachauri': 1, 'Jorgen Randers': 1})","Counter({'UN': 1, 'Union of Concerned Scientists': 1, 'PIK': 1, 'KohlendioxidEmissionen': 1, 'EU': 1, 'UNO': 1, 'IPCC': 1, 'Frankfurter Allgemeinen Zeitung': 1})",[],"['verursacht', 'vermeintlich']",0.0,0.0,,,1,6,0.0,0.0688717439609989,[],['Tag'],negative
klimacrash,crash,"['crashes', 'crashs', 'crash']",crash,m,"['klimacrashes', 'klimacrashs', 'klimacrash']","['Wertverlust', 'Absturz', 'Bluescreen', 'Börsencrash', 'Crash', 'Börsensturz', 'Flugzeugunglück', 'Kursverfall', 'Zusammenbruch', 'Schwarzer Freitag', 'Einbruch', 'Flugzeugabsturz', 'Börsenkrach', 'Börsenkrise']","['Zwangslage', 'Absturz', 'Niedergang', 'Missstand', 'Zwickmühle', 'Dilemma', 'Wahl zwischen Pest und Cholera', 'missliche Lage', 'verzwickte Situation', 'pendent', 'Schlamassel', 'Krise', 'Malaise', 'Kollaps', 'schlimmer Zustand', 'Problemsituation', 'Kalamität', 'zwischen Szylla und Charybdis', 'kritische Situation', 'Misere', 'liegt noch', 'Verhängnis', 'ungetan', 'Krisis', 'Zusammenbruch', 'unerledigt', 'noch nicht erledigt', 'Tragik']","['Zusammenbruch', 'Niedergang', 'Kollaps', 'Absturz', 'missliche Lage', 'kritische Situation', 'Zwangslage', 'Krisis', 'Missstand', 'Zwickmühle', 'zwischen Szylla und Charybdis', 'schlimmer Zustand', 'Wahl zwischen Pest und Cholera', 'Malaise', 'Krise', 'Problemsituation', 'verzwickte Situation', 'Tragik', 'Verhängnis', 'Misere', 'Kalamität', 'Dilemma', 'Schlamassel', 'ungetan', 'pendent', 'unerledigt', 'noch nicht erledigt', 'liegt noch']","['noise', 'sound', 'occurrence', 'occurrent', 'natural event', 'happening', 'event', 'abstraction', 'abstract entity', 'entity']",abstraction,"['ein lautes, sich wiederholendes Geräusch', 'ein schwerer Unfall (in der Regel mit einem oder mehreren Fahrzeugen)', 'ein plötzlicher starker Rückgang von Geschäften oder Aktienkursen (insbesondere einer, der weitere Ausfälle verursacht)']",[],[],crash,crash,crash,crash,[],[],[],[],[],[],,,"Counter({'Hans Joachim Schellnhuber': 1, 'Angela Merkel': 1})","Counter({'PIK': 1, 'Institut für Klimafolgenforschung': 1})",,[],,0.0,,,0,1,,0.0,[],[],negative
klimadampfer,dampfer,"['dampfer', 'dampfern', 'dampfers']",dampfer,m,"['klimadampfer', 'klimadampfern', 'klimadampfers']","['Ernüchterung', 'Schlag ins Kontor', 'Dampfer', 'Katzenjammer', 'Entmutigung', 'Dampfschiff', 'Dämpfer', 'lange Gesichter', 'kalte Dusche', 'Enttäuschung']","['sich kümmern um', 'jemandem behilflich sein', 'abfertigen', 'bedienen', 'sich einer Person annehmen', 'sich Zeit nehmen für', 'jemandem zu Diensten sein', 'verarzten']","['Gruppierung', 'Clusterung', 'Bündelung']","['discontent', 'discontentedness', 'discontentment', 'yearning', 'hungriness', 'longing', 'desire', 'feeling', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['ein Gefühl der Unzufriedenheit', 'ein Schiff, das von einer oder mehreren Dampfmaschinen angetrieben wird']",[],[],dampf,dampfer,dampf,dampf,[],[],[],[],[],[],,,"Counter({'Frank-Walter Steinmeier': 1, 'Horst-Joachim Lüdecke': 1})","Counter({'Achgut.com': 1, 'IPCC': 1, 'EIKE': 1})",,[],,0.0,,,0,2,,0.0156966951518003,[],['Inspektion'],neutral
